Year,Team_Strengh_Last_Year,Team,Recruits,Class_Points,Conference,Picks,Points,QB_Drafted
2015,-62.9912466811493,Campbell,NA,NA,NA,0,0,0
2015,5.6277214404236,Central Arkansas,NA,NA,NA,1,0.1,0
2015,11.1029540876833,Central Florida,18,159.02,AAC,2,18.6,0
2015,1.50699980031966,Central Michigan,20,125.69,MAC,1,0.9,0
2015,-2.4931312299878,Charleston Southern,NA,NA,NA,0,0,0
2015,-4.78429119002785,Chattanooga,NA,NA,NA,1,2.8,0
2015,12.8664320507646,Cincinnati,28,163.32,AAC,0,0,0
2015,2.01809231403766,Citadel,NA,NA,NA,0,0,0
2015,24.4260403101014,Clemson,26,277.24,ACC,5,40.8,0
2015,-19.4236872629792,Colgate,NA,NA,NA,0,0,0
2015,5.64696277178869,Colorado,19,162.12,Pac-12,0,0,0
2015,11.4596963391309,Colorado State,14,104.52,M-West,2,15.7,1
2015,-11.5671998954319,Connecticut,23,122.86,AAC,2,14.9,0
2015,-46.0936854595526,Delaware,NA,NA,NA,1,1.9,0
2015,-50.6101229909397,Delaware State,NA,NA,NA,1,4.3,0
2015,17.8848494597736,Duke,18,175.85,ACC,2,18.4,0
2015,-12.3300010675428,Duquesne,NA,NA,NA,0,0,0
2015,11.377385024695,East Carolina,15,127.81,AAC,1,4.8,0
2015,-8.45689378340482,Eastern Illinois,NA,NA,NA,0,0,0
2015,-10.2813556013061,Eastern Kentucky,NA,NA,NA,0,0,0
2015,-22.4856189491596,Eastern Michigan,26,110.82,MAC,0,0,0
2015,14.3817128189274,Eastern Washington,NA,NA,NA,1,0.1,0
2015,-18.3216909646727,Elon,NA,NA,NA,0,0,0
2015,23.3904763054851,Florida,21,227.91,SEC,8,59.5,0
2015,-11.2938767421371,Florida A&M,NA,NA,NA,0,0,0
2015,-2.81054522715561,Florida Atlantic,26,145.75,C-USA,1,8,0
2015,-0.469372945213952,Florida International,23,124.73,C-USA,0,0,0
2015,24.2246327384843,Florida State,20,285.69,ACC,11,101.8,1
2015,-16.3385629477333,Fordham,NA,NA,NA,0,0,0
2015,-0.188846381444829,Fresno State,21,155.13,M-West,3,3.9,0
2015,-9.96158642472241,Furman,NA,NA,NA,0,0,0
2015,-14.5807566596447,Gardner-Webb,NA,NA,NA,0,0,0
2015,36.7614360345125,Georgia,30,282.44,SEC,5,33.7,0
2015,9.50072719551662,Georgia Southern,21,129.03,SBC,0,0,0
2015,-19.5030279410171,Georgia State,19,93.19,SBC,0,0,0
2015,29.0335722171163,Georgia Tech,27,185.72,ACC,3,7.8,0
2015,-37.3691337816986,Grambling State,NA,NA,NA,0,0,0
2015,-12.5160490605234,Hampton,NA,NA,NA,0,0,0
2015,-2.53301079454095,Hawaii,14,93.46,M-West,1,0.1,0
2015,6.8374066427476,Houston,21,128.82,AAC,0,0,0
2015,-21.7015485332681,Howard,NA,NA,NA,0,0,0
2015,-13.8456163079843,Idaho,26,98.61,SBC,0,0,0
2015,-12.9437987181946,Idaho State,NA,NA,NA,0,0,0
2015,6.79729934873355,Illinois,24,182.36,Big-Ten,0,0,0
2015,4.59745847658317,Indiana,23,175.82,Big-Ten,1,7.3,0
2015,-1.51638460542168,Indiana State,NA,NA,NA,0,0,0
2015,14.1780014203188,Iowa,21,168.52,Big-Ten,3,34.4,0
2015,5.51758262215211,Iowa State,24,164.4,Big-12,0,0,0
2015,-1.84450878179887,Jacksonville State,NA,NA,NA,0,0,0
2015,-30.6343820452546,James Madison,NA,NA,NA,0,0,0
2015,4.07522258810789,Kansas,26,151.33,Big-12,3,4.4,0
2015,31.0718138135654,Kansas State,24,173.16,Big-12,2,8.6,0
2015,-10.5203685144262,Kent State,22,123.17,MAC,0,0,0
2015,12.7617041985418,Kentucky,22,193.47,SEC,2,18.9,0
2015,-45.7226685029601,Lamar,NA,NA,NA,0,0,0
2015,-2.75753113437936,Liberty,NA,NA,NA,0,0,0
2015,26.0665885348495,Louisiana State,24,282.35,SEC,4,20.9,0
2015,20.6108099764091,Louisiana Tech,22,143.37,C-USA,0,0,0
2015,2.16079107017851,Louisiana-Lafayette,25,146.25,SBC,1,0.6,0
2015,-3.44723907480831,Louisiana-Monroe,27,117.99,SBC,0,0,0
2015,21.8823827508176,Louisville,26,201.19,ACC,10,47.4,0
2015,-11.365946639135,Maine,NA,NA,NA,0,0,0
2015,24.9280680056498,Marshall,26,150.07,C-USA,1,0.1,0
2015,11.5721583791926,Maryland,19,181.86,Big-Ten,2,3.7,0
2015,-6.1471714933086,Massachusetts,22,120.17,MAC,0,0,0
2015,21.6063287875827,McNeese State,NA,NA,NA,0,0,0
2015,16.2923328359181,Memphis,33,147.68,AAC,2,3,0
2015,19.91266368231,Miami (FL),22,216.19,ACC,7,62.5,0
2015,-7.54010665920366,Miami (OH),29,147.85,MAC,1,8.3,0
2015,12.0817911685456,Michigan,14,194.69,Big-Ten,3,22.9,0
2015,33.3620316426469,Michigan State,21,222.36,Big-Ten,4,28.3,0
2015,2.43341235626002,Middle Tennessee State,25,133.6,C-USA,0,0,0
2015,18.9980132614084,Minnesota,24,165.56,Big-Ten,4,18.8,0
2015,30.8991967544179,Mississippi,23,244.59,SEC,1,9,0
2015,31.2413257919474,Mississippi State,27,238,SEC,5,25.3,0
2015,24.288309576684,Missouri,24,217.59,SEC,5,34,0
2015,0.624093732714281,Missouri State,NA,NA,NA,0,0,0
2015,-6.34203138571347,Montana,NA,NA,NA,0,0,0
2015,-19.3583470813979,Montana State,NA,NA,NA,0,0,0
2015,-22.6921593736043,Morgan State,NA,NA,NA,0,0,0
2015,-20.9602591701952,Murray State,NA,NA,NA,0,0,0
2015,7.35036959142179,Navy,29,115.75,AAC,1,2,0
2015,25.812869212029,Nebraska,21,212.17,Big-Ten,3,19.9,0
2015,5.58271797475583,Nevada,18,120.94,M-West,0,0,0
2015,-12.7839018142673,Nevada-Las Vegas,22,120.01,M-West,0,0,0
2015,-26.0974530250337,New Hampshire,NA,NA,NA,0,0,0
2015,-5.37036719874606,New Mexico,25,107.96,M-West,0,0,0
2015,-18.5214421426093,New Mexico State,26,93.38,SBC,0,0,0
2015,-42.5065279177101,Nicholls State,NA,NA,NA,0,0,0
2015,-31.3300010675438,Norfolk State,NA,NA,NA,0,0,0
2015,8.68272483683363,North Carolina,19,213.7,ACC,0,0,0
2015,-30.8291553997512,North Carolina Central,NA,NA,NA,0,0,0
2015,11.2886079100235,North Carolina State,23,207.36,ACC,0,0,0
2015,-35.9328343742294,North Dakota,NA,NA,NA,0,0,0
2015,28.3110421977053,North Dakota State,NA,NA,NA,1,2.6,0
2015,-3.93859406016978,North Texas,24,126.72,C-USA,0,0,0
2015,-23.8233155555674,Northern Arizona,NA,NA,NA,0,0,0
2015,-10.9904422387136,Northern Colorado,NA,NA,NA,0,0,0
2015,5.44312858176147,Northern Illinois,31,135.87,MAC,1,0.1,0
2015,3.1159548884419,Northern Iowa,NA,NA,NA,1,6.2,0
2015,12.3827659618827,Northwestern,20,174.34,Big-Ten,2,4.5,1
2015,1.16901887789577,Northwestern State,NA,NA,NA,1,0.2,0
2015,15.7050105595732,Notre Dame,24,266.46,IND,1,0.1,0
2015,-4.49871997932479,Ohio,29,132.38,MAC,0,0,0
2015,37.4007076758463,Ohio State,26,277.78,Big-Ten,5,24.3,0
2015,29.1756178667361,Oklahoma,28,250.24,Big-12,7,37.5,0
2015,14.8306341571609,Oklahoma State,21,192.06,Big-12,1,0.1,0
2015,-2.30950863607661,Old Dominion,24,122.17,C-USA,0,0,0
2015,37.8041635674347,Oregon,24,245.07,Pac-12,5,63.7,1
2015,7.56493483169606,Oregon State,21,167.96,Pac-12,5,13.9,1
2015,12.4330532593242,Penn State,25,250.22,Big-Ten,3,17.4,0
2015,13.1128549648926,Pittsburgh,15,182.8,ACC,1,4.7,0
2015,-15.1984147417932,Portland State,NA,NA,NA,0,0,0
2015,-28.6628960090457,Presbyterian,NA,NA,NA,0,0,0
2015,4.35311158000187,Purdue,26,164.54,Big-Ten,1,2.2,0
2015,-13.2784724187967,Rhode Island,NA,NA,NA,0,0,0
2015,4.91686406974744,Rice,19,118.29,C-USA,1,0.4,0
2015,-14.0879900166072,Richmond,NA,NA,NA,0,0,0
2015,8.35678682606336,Rutgers,25,171.46,Big-Ten,2,8.3,0
2015,-24.7512494702586,Sacramento State,NA,NA,NA,0,0,0
2015,-27.1399518895968,Sam Houston State,NA,NA,NA,0,0,0
2015,12.0698927098259,Samford,NA,NA,NA,1,10.2,0
2015,4.38322486887888,San Diego State,25,163.79,M-West,1,3.6,0
2015,-6.72629394978217,San Jose State,33,168.85,M-West,1,0.1,0
2015,-52.9632541252807,Savannah State,NA,NA,NA,0,0,0
2015,-2.93577330513125,South Alabama,24,132.26,SBC,0,0,0
2015,18.2449539997245,South Carolina,31,237.05,SEC,4,11.8,0
2015,-38.7805001143448,South Carolina State,NA,NA,NA,0,0,0
2015,-8.40237685701059,South Dakota,NA,NA,NA,0,0,0
2015,7.081769152237,South Dakota State,NA,NA,NA,0,0,0
2015,-4.65685039356646,South Florida,20,162.72,AAC,2,0.7,0
2015,0.868682163661501,Southeast Missouri State,NA,NA,NA,0,0,0
2015,-17.9579227161215,Southeastern Louisiana,NA,NA,NA,0,0,0
2015,-34.0457493542693,Southern,NA,NA,NA,0,0,0
2015,26.6860909151905,Southern California,27,308.3,Pac-12,6,47.9,0
2015,-14.8534288444447,Southern Illinois,NA,NA,NA,1,3,0
2015,-19.3671717276716,Southern Methodist,24,143.56,AAC,0,0,0
2015,-6.60893823545602,Southern Mississippi,27,133.47,C-USA,1,0.3,0
2015,-19.0096046277907,Southern Utah,NA,NA,NA,0,0,0
2015,24.9522843568692,Stanford,22,220.48,Pac-12,6,47.2,0
2015,-5.13472661088194,Stephen F. Austin,NA,NA,NA,0,0,0
2015,-11.7737403198786,Stony Brook,NA,NA,NA,0,0,0
2015,6.44212490898593,Syracuse,29,169.14,ACC,0,0,0
2015,5.59641743350774,Temple,23,141.95,AAC,0,0,0
2015,22.3374986685185,Tennessee,30,285.64,SEC,0,0,0
2015,-12.2050254292015,Tennessee-Martin,NA,NA,NA,0,0,0
2015,18.1718922452297,Texas,30,271.84,Big-12,5,22.9,0
2015,21.4838719214875,Texas A&M,27,270.42,SEC,2,17.8,0
2015,43.4954938923549,Texas Christian,22,187.52,Big-12,2,6.7,0
2015,-2.33107819217438,Texas State,25,126.13,SBC,2,8.4,0
2015,9.8342618648702,Texas Tech,20,200.58,Big-12,0,0,0
2015,2.31031060464579,Texas-El Paso,24,69.32,C-USA,0,0,0
2015,-3.73200416041329,Texas-San Antonio,32,120.58,C-USA,0,0,0
2015,5.10908739941294,Toledo,24,134.06,MAC,0,0,0
2015,-26.8020058812526,Towson,NA,NA,NA,1,1.9,0
2015,-13.9186051777614,Troy,21,117.63,SBC,0,0,0
2015,-5.75138229167502,Tulane,19,128.68,AAC,2,2.2,0
2015,-9.83960146681897,Tulsa,18,114.02,AAC,0,0,0
2015,25.8485343738676,UCLA,19,268.66,Pac-12,3,20.4,1
2015,21.0852400470344,Utah,25,183.29,Pac-12,4,29,0
2015,9.44024336546899,Utah State,20,162.23,M-West,0,0,0
2015,-0.334617645594889,Vanderbilt,19,183.15,SEC,0,0,0
2015,8.23558448454273,Villanova,NA,NA,NA,0,0,0
2015,15.1185504078394,Virginia,23,179.54,ACC,2,8.4,0
2015,-34.7320912007519,Virginia Military Institute,NA,NA,NA,0,0,0
2015,17.2399482063968,Virginia Tech,24,212.5,ACC,2,1.6,0
2015,-28.6759133696606,Wagner,NA,NA,NA,0,0,0
2015,-1.37421623519795,Wake Forest,25,174.82,ACC,1,16.9,0
2015,18.5882532433731,Washington,25,215.86,Pac-12,4,59.6,0
2015,9.45131653360992,Washington State,25,188.52,Pac-12,2,9.5,0
2015,-5.16180501502138,Weber State,NA,NA,NA,0,0,0
2015,24.4045345431939,West Virginia,30,197.43,Big-12,4,28.1,0
2015,0.414353072813043,Western Carolina,NA,NA,NA,0,0,0
2015,-3.15162868630859,Western Illinois,NA,NA,NA,0,0,0
2015,8.41402727199152,Western Kentucky,21,114.09,C-USA,0,0,0
2015,6.61017975768503,Western Michigan,27,148.39,MAC,0,0,0
2015,-4.96659221804932,William & Mary,NA,NA,NA,1,0.1,0
2015,26.7270575143932,Wisconsin,19,190.29,Big-Ten,2,26.3,0
2015,12.8270317926708,Wofford,NA,NA,NA,0,0,0
2015,-4.13549096126696,Wyoming,23,118.84,M-West,1,0.1,0
2015,-4.92548209884062,Yale,NA,NA,NA,0,0,0
2016,-27.3146473060785,Abilene Christian,NA,NA,NA,0,0,0
2016,12.7557757981088,Air Force,37,109.83,M-West,0,0,0
2016,3.48364606612215,Akron,12,85.08,MAC,1,1.7,0
2016,37.1674229429239,Alabama,24,301.41,SEC,7,73.4,0
2016,-27.7060520384941,Alabama A&M,NA,NA,NA,0,0,0
2016,-35.3263806141908,Albany,NA,NA,NA,0,0,0
2016,-42.4605145799227,Alcorn State,NA,NA,NA,0,0,0
2016,13.9387145865151,Appalachian State,23,106.72,SBC,1,3,0
2016,9.81520821382158,Arizona,20,184.35,Pac-12,2,0.4,0
2016,18.7733217526996,Arizona State,21,217.62,Pac-12,2,2.3,0
2016,24.7040560732214,Arkansas,23,218.97,SEC,5,18.2,1
2016,7.59944643751605,Arkansas State,21,130.18,SBC,0,0,0
2016,-1.46484047927823,Army,49,116.25,IND,0,0,0
2016,19.2730351520005,Auburn,23,274.55,SEC,3,12.4,0
2016,-29.1457984167488,Austin Peay,NA,NA,NA,0,0,0
2016,-5.92358395573555,Ball State,23,112.58,MAC,0,0,0
2016,32.0521384700639,Baylor,18,190.32,Big-12,6,35.7,0
2016,-27.224903366811,Bethune-Cookman,NA,NA,NA,0,0,0
2016,20.6962432680948,Boise State,28,159.06,M-West,3,23.8,0
2016,12.2335972719151,Boston College,19,147.97,ACC,2,5.5,0
2016,21.3371300181915,Bowling Green State,15,106.05,MAC,0,0,0
2016,20.0267263964502,Brigham Young,24,177.11,IND,1,7.5,0
2016,-5.63356382693782,Bucknell,NA,NA,NA,0,0,0
2016,-1.1576572665303,Buffalo,19,104.22,MAC,0,0,0
2016,7.60459840504164,Cal Poly,NA,NA,NA,0,0,0
2016,22.2573696280337,California,27,207.74,Pac-12,4,37,1
2016,-20.621881315772,California-Davis,NA,NA,NA,0,0,0
2016,2.67339196088173,Central Arkansas,NA,NA,NA,1,0.1,0
2016,-14.2826912042832,Central Florida,22,165.16,AAC,0,0,0
2016,10.3351836857965,Central Michigan,13,104.92,MAC,1,0.5,0
2016,-16.4886402934379,Charleston Southern,NA,NA,NA,0,0,0
2016,-21.3656723826138,Charlotte,16,108.02,C-USA,0,0,0
2016,-7.75843071124928,Chattanooga,NA,NA,NA,0,0,0
2016,11.462671309169,Cincinnati,21,151.61,AAC,2,9.8,0
2016,-1.59637737481185,Citadel,NA,NA,NA,0,0,0
2016,35.52206134086,Clemson,20,270.74,ACC,9,53.2,0
2016,-10.7366431403954,Colgate,NA,NA,NA,0,0,0
2016,5.19574048111152,Colorado,17,160.05,Pac-12,0,0,0
2016,3.1501360368388,Colorado State,25,150.53,M-West,2,2.9,0
2016,8.33772323447436,Connecticut,16,123.67,AAC,0,0,0
2016,7.82396804012631,Delaware,NA,NA,NA,0,0,0
2016,-39.3427406875809,Delaware State,NA,NA,NA,0,0,0
2016,15.2477947580543,Duke,21,204.76,ACC,0,0,0
2016,12.8016669812618,East Carolina,25,148.45,AAC,0,0,0
2016,-24.3686857762984,Eastern Illinois,NA,NA,NA,1,0.6,0
2016,-4.3414608938247,Eastern Kentucky,NA,NA,NA,0,0,0
2016,-13.3542311382285,Eastern Michigan,21,104.7,MAC,1,0.4,0
2016,6.66088491008274,Eastern Washington,NA,NA,NA,0,0,0
2016,-26.5420271033792,Elon,NA,NA,NA,0,0,0
2016,21.0049519523162,Florida,25,260.96,SEC,7,51.6,0
2016,-24.9219670870435,Florida A&M,NA,NA,NA,0,0,0
2016,-5.5047376077547,Florida Atlantic,19,125.69,C-USA,0,0,0
2016,-7.79656569763212,Florida International,26,124.31,C-USA,0,0,0
2016,28.4102926364116,Florida State,25,295.44,ACC,2,32.9,0
2016,3.36643617306161,Fordham,NA,NA,NA,0,0,0
2016,-9.14592395841982,Fresno State,24,135.59,M-West,0,0,0
2016,-13.9242445507519,Furman,NA,NA,NA,0,0,0
2016,-15.5185849588365,Gardner-Webb,NA,NA,NA,0,0,0
2016,20.1754272295312,Georgia,21,276.94,SEC,5,34.7,0
2016,15.3296072152495,Georgia Southern,27,153.51,SBC,1,1.9,0
2016,-1.18200612412132,Georgia State,19,99.15,SBC,0,0,0
2016,17.708208767731,Georgia Tech,18,167.26,ACC,2,9.8,0
2016,-33.9113537196246,Grambling State,NA,NA,NA,0,0,0
2016,-13.0185420530409,Hawaii,19,122.99,M-West,0,0,0
2016,26.5554876508915,Houston,20,203.39,AAC,3,14.9,0
2016,-46.5825674184452,Howard,NA,NA,NA,0,0,0
2016,-8.95251910455104,Idaho,27,97.18,SBC,0,0,0
2016,-50.3211451692288,Idaho State,NA,NA,NA,0,0,0
2016,10.9829557343943,Illinois,25,153.58,Big-Ten,3,10.8,0
2016,9.145961316966,Illinois State,NA,NA,NA,0,0,0
2016,-22.167115887562,Incarnate Word,NA,NA,NA,0,0,0
2016,13.4110440826865,Indiana,21,169.77,Big-Ten,3,13.9,1
2016,-19.0237257268033,Indiana State,NA,NA,NA,0,0,0
2016,23.3146846646267,Iowa,24,180.9,Big-Ten,1,0.1,0
2016,9.61514025099179,Iowa State,29,172.9,Big-12,0,0,0
2016,-45.1578932226506,Jackson State,NA,NA,NA,0,0,0
2016,15.1043118043417,Jacksonville State,NA,NA,NA,0,0,0
2016,1.08273660962062,James Madison,NA,NA,NA,0,0,0
2016,-13.3481987761475,Kansas,18,135.7,Big-12,0,0,0
2016,11.873109038764,Kansas State,20,151.39,Big-12,1,9,0
2016,-10.1740173399181,Kent State,16,82.32,MAC,0,0,0
2016,7.15784259345677,Kentucky,25,204.31,SEC,1,1.2,0
2016,-0.116584877595058,Lamar,NA,NA,NA,0,0,0
2016,6.64349466613026,Liberty,NA,NA,NA,0,0,0
2016,27.0360304652152,Louisiana State,25,290.6,SEC,5,17.1,0
2016,9.70827453899529,Louisiana Tech,20,129.41,C-USA,3,16.9,1
2016,-8.37383621399476,Louisiana-Lafayette,23,117.34,SBC,0,0,0
2016,-15.359828123517,Louisiana-Monroe,19,107.09,SBC,1,1.8,0
2016,20.1041428527014,Louisville,25,195.63,ACC,1,18.8,0
2016,-21.3568439670472,Maine,NA,NA,NA,1,0.1,0
2016,9.5160680366765,Marshall,30,166.55,C-USA,0,0,0
2016,7.9603740525975,Maryland,21,189.1,Big-Ten,3,19.1,0
2016,-5.35025441928324,Massachusetts,31,144.17,MAC,1,3.1,0
2016,21.5178257164568,Memphis,22,161.76,AAC,1,13.9,1
2016,14.9438199808513,Miami (FL),19,235.05,ACC,2,18,0
2016,-12.1032816855988,Miami (OH),21,128.12,MAC,0,0,0
2016,28.395904771674,Michigan,29,283.18,Big-Ten,3,10.3,1
2016,25.0222435596059,Michigan State,20,239.2,Big-Ten,5,34.4,1
2016,8.01083012501115,Middle Tennessee State,21,127.79,C-USA,1,8.1,0
2016,11.0467601007285,Minnesota,21,181.41,Big-Ten,2,9.3,0
2016,31.6742284335404,Mississippi,26,281.69,SEC,5,48.7,0
2016,25.6988325356008,Mississippi State,20,214.99,SEC,3,22.7,1
2016,-62.7348298475768,Mississippi Valley State,NA,NA,NA,0,0,0
2016,10.6597939416126,Missouri,20,188.35,SEC,3,9,0
2016,-42.1100872706741,Missouri State,NA,NA,NA,0,0,0
2016,-7.8335396618634,Monmouth,NA,NA,NA,0,0,0
2016,-40.4129475495525,Morgan State,NA,NA,NA,0,0,0
2016,-15.9727315042424,Murray State,NA,NA,NA,0,0,0
2016,24.4320802072627,Navy,36,135.14,AAC,1,1.5,0
2016,17.7044631063679,Nebraska,21,218.49,Big-Ten,4,18.6,0
2016,0.112226116813819,Nevada,22,122.01,M-West,0,0,0
2016,-3.00108691123428,Nevada-Las Vegas,26,138.66,M-West,0,0,0
2016,-23.7179588683436,New Hampshire,NA,NA,NA,0,0,0
2016,0.433893500086572,New Mexico,23,135.27,M-West,0,0,0
2016,-14.6259953082738,New Mexico State,20,93.63,SBC,0,0,0
2016,-49.750767168863,Nicholls State,NA,NA,NA,0,0,0
2016,-31.7306472255969,Norfolk State,NA,NA,NA,0,0,0
2016,31.9926913877858,North Carolina,25,202.07,ACC,0,0,0
2016,-4.17603195987402,North Carolina A&T,NA,NA,NA,0,0,0
2016,-33.4431088174488,North Carolina Central,NA,NA,NA,1,4.8,0
2016,20.4966823142104,North Carolina State,23,178.77,ACC,3,17,1
2016,6.27680322719709,North Dakota,NA,NA,NA,0,0,0
2016,-16.6118254166532,North Texas,22,123.78,C-USA,0,0,0
2016,-51.3535151338389,Northern Arizona,NA,NA,NA,0,0,0
2016,10.1168971391402,Northern Illinois,20,101.47,MAC,0,0,0
2016,-11.5535830966686,Northern Iowa,NA,NA,NA,1,3.8,0
2016,13.8000375713601,Northwestern,20,174.71,Big-Ten,2,4.3,0
2016,-26.5062251868562,Northwestern State,NA,NA,NA,0,0,0
2016,29.0850232667197,Notre Dame,23,249.43,IND,7,78.4,0
2016,5.00548303728466,Ohio,25,107.77,MAC,0,0,0
2016,33.4453559750973,Ohio State,25,289.12,Big-Ten,12,151.2,1
2016,38.6624327142569,Oklahoma,21,238.02,Big-12,4,20.8,0
2016,23.8421153085423,Oklahoma State,22,183.52,Big-12,1,12.5,0
2016,-14.2596828984441,Old Dominion,24,119.17,C-USA,0,0,0
2016,22.8296082577424,Oregon,19,211.55,Pac-12,2,22.3,0
2016,-1.65090327702205,Oregon State,25,181.73,Pac-12,1,6.8,0
2016,15.1762184050357,Penn State,20,237.79,Big-Ten,5,29.7,1
2016,20.6809876051589,Pittsburgh,24,209.04,ACC,1,9.1,0
2016,37.1581338235404,Portland State,NA,NA,NA,0,0,0
2016,-49.7115089497681,Prairie View A&M,NA,NA,NA,0,0,0
2016,-35.4032003817662,Presbyterian,NA,NA,NA,0,0,0
2016,2.14499762085789,Purdue,23,144.94,Big-Ten,1,1.2,0
2016,-33.1448307449836,Rhode Island,NA,NA,NA,0,0,0
2016,-11.9810203237135,Rice,18,94.39,C-USA,0,0,0
2016,-18.208349295063,Richmond,NA,NA,NA,0,0,0
2016,3.0578432279548,Rutgers,18,155.28,Big-Ten,1,6.2,0
2016,-19.6894634169498,Sacramento State,NA,NA,NA,0,0,0
2016,6.71446662906184,Sam Houston State,NA,NA,NA,1,0.1,0
2016,-19.0645804949579,Samford,NA,NA,NA,1,8.3,0
2016,-14.0589875035879,San Diego,NA,NA,NA,0,0,0
2016,17.1097358440711,San Diego State,23,139.05,M-West,0,0,0
2016,3.45076447931563,San Jose State,18,134.3,M-West,2,5.2,0
2016,-41.3518322961786,Savannah State,NA,NA,NA,0,0,0
2016,-8.34986161118062,South Alabama,24,129.07,SBC,0,0,0
2016,9.81508473044562,South Carolina,27,218.91,SEC,3,8.1,0
2016,-19.2956143088974,South Dakota,NA,NA,NA,0,0,0
2016,-7.51692212380531,South Dakota State,NA,NA,NA,0,0,0
2016,20.2467562606163,South Florida,16,162.38,AAC,0,0,0
2016,-17.5089294060469,Southeast Missouri State,NA,NA,NA,0,0,0
2016,-13.163240310375,Southeastern Louisiana,NA,NA,NA,0,0,0
2016,-26.7268724633968,Southern,NA,NA,NA,0,0,0
2016,26.9931640258906,Southern California,20,272.54,Pac-12,4,23.2,1
2016,15.2423207350267,Southern Illinois,NA,NA,NA,0,0,0
2016,-4.7485400427192,Southern Methodist,25,151.38,AAC,0,0,0
2016,13.1472942700349,Southern Mississippi,18,126.49,C-USA,2,0.8,0
2016,11.793845463306,Southern Utah,NA,NA,NA,2,7,0
2016,30.9832309106692,Stanford,25,247.03,Pac-12,5,26.7,1
2016,-33.6914117545899,Stephen F. Austin,NA,NA,NA,0,0,0
2016,11.0238926026749,Syracuse,21,163.54,ACC,1,0.1,0
2016,18.0462449193209,Temple,28,167.55,AAC,3,7.7,0
2016,28.670363235285,Tennessee,23,253.94,SEC,0,0,0
2016,1.38676430323196,Tennessee Tech,NA,NA,NA,0,0,0
2016,-22.9795810942786,Tennessee-Martin,NA,NA,NA,0,0,0
2016,13.2135416661935,Texas,28,280.31,Big-12,1,4.3,0
2016,20.8674742159592,Texas A&M,22,240.17,SEC,3,20.1,0
2016,26.4773115930698,Texas Christian,23,234.93,Big-12,5,22.2,0
2016,-13.5427856021085,Texas State,24,115.5,SBC,0,0,0
2016,17.8831899767209,Texas Tech,26,182.63,Big-12,3,10.8,0
2016,-14.9983925399018,Texas-El Paso,25,105.17,C-USA,0,0,0
2016,-11.1391355024434,Texas-San Antonio,18,117.44,C-USA,1,1.3,0
2016,20.1584993007787,Toledo,22,126.59,MAC,0,0,0
2016,7.63294363360045,Towson,NA,NA,NA,0,0,0
2016,2.19274316551854,Troy,29,129.87,SBC,0,0,0
2016,-8.60983851069183,Tulane,24,137.3,AAC,0,0,0
2016,5.68948831083518,Tulsa,20,127.52,AAC,0,0,0
2016,21.9951340150763,UCLA,29,262.28,Pac-12,8,33.8,0
2016,23.3410268532088,Utah,30,200.88,Pac-12,1,3.3,0
2016,11.9625688109686,Utah State,24,130.2,M-West,2,12.3,0
2016,8.89855559178218,Vanderbilt,21,173.22,SEC,1,0.1,0
2016,6.16899988681544,Villanova,NA,NA,NA,0,0,0
2016,12.4016646046005,Virginia,25,163.79,ACC,1,0.6,0
2016,-15.0923073033919,Virginia Military Institute,NA,NA,NA,0,0,0
2016,18.7716487980975,Virginia Tech,22,191.24,ACC,2,7.2,0
2016,-45.1458703112908,Wagner,NA,NA,NA,0,0,0
2016,8.62669624428013,Wake Forest,22,167.26,ACC,0,0,0
2016,26.4792599307095,Washington,17,209.35,Pac-12,2,0.4,0
2016,19.2655397590542,Washington State,27,168.93,Pac-12,1,2.7,0
2016,-17.8196266246816,Weber State,NA,NA,NA,0,0,0
2016,24.8064421517008,West Virginia,31,193.84,Big-12,5,34.1,0
2016,-6.89980462203745,Western Carolina,NA,NA,NA,0,0,0
2016,-30.185767613265,Western Illinois,NA,NA,NA,0,0,0
2016,21.3369814100871,Western Kentucky,19,125.93,C-USA,4,16.3,1
2016,15.275086547693,Western Michigan,27,158.79,MAC,2,4.2,0
2016,9.23294125694094,William & Mary,NA,NA,NA,1,1.4,0
2016,22.519214809043,Wisconsin,26,204.95,Big-Ten,2,6.2,0
2016,-4.88395222950534,Wofford,NA,NA,NA,0,0,0
2016,-7.55447342514278,Wyoming,24,108.13,M-West,0,0,0
