"Rk","Wk","Date","Time","Day","Away","Pts","none","Home","Pts","TV","Notes","Away_CFB_Stats_Team_Code","Away_CFB_Stats_Name","Home_CFB_Stats_Team_Code","Home_CFB_Stats_Name"
"345","6","Oct 10 2015","","Sat","Appalachian State","0",NA,"Georgia State","0","","",27,"Appalachian State",254,"Georgia State"
"346","6","Oct 10 2015","","Sat","Arkansas","0",NA,"Alabama","0","","",31,"Arkansas",8,"Alabama"
"347","6","Oct 10 2015","","Sat","Ball State","0",NA,"Northern Illinois","0","","",47,"Ball State",503,"Northern Illinois"
"348","6","Oct 10 2015","","Sat","Baylor","0",NA,"Kansas","0","","",51,"Baylor",328,"Kansas"
"349","6","Oct 10 2015","","Sat","Boise State","0",NA,"Colorado State","0","","",66,"Boise State",156,"Colorado State"
"350","6","Oct 10 2015","","Sat","California","0",NA,"Utah","0","","",107,"California",732,"Utah"
"351","6","Oct 10 2015","","Sat","Central Michigan","0",NA,"Western Michigan","0","","",129,"Central Michigan",774,"Western Michigan"
"352","6","Oct 10 2015","","Sat","Colorado","0",NA,"Arizona State","0","","",157,"Colorado",28,"Arizona State"
"353","6","Oct 10 2015","","Sat","Connecticut","0",NA,"Central Florida","0","","",164,"Connecticut",128,"UCF"
"354","6","Oct 10 2015","","Sat","Duke","0",NA,"Army","0","","",193,"Duke",725,"Army"
"355","6","Oct 10 2015","","Sat","East Carolina","0",NA,"Brigham Young","0","","",196,"East Carolina",77,"BYU"
"356","6","Oct 10 2015","","Sat","Florida","0",NA,"Missouri","0","","",235,"Florida",434,"Missouri"
"357","6","Oct 10 2015","","Sat","Georgia","0",NA,"Tennessee","0","","",257,"Georgia",694,"Tennessee"
"358","6","Oct 10 2015","","Sat","Georgia Tech","0",NA,"Clemson","0","","",255,"Georgia Tech",147,"Clemson"
"359","6","Oct 10 2015","","Sat","Illinois","0",NA,"Iowa","0","","",301,"Illinois",312,"Iowa"
"360","6","Oct 10 2015","","Sat","Indiana","0",NA,"Penn State","0","","",306,"Indiana",539,"Penn State"
"361","6","Oct 10 2015","","Sat","Iowa State","0",NA,"Texas Tech","0","","",311,"Iowa State",700,"Texas Tech"
"362","6","Oct 10 2015","","Sat","Kent State","0",NA,"Toledo","0","","",331,"Kent State",709,"Toledo"
"363","6","Oct 10 2015","","Sat","Louisiana State","0",NA,"South Carolina","0","","",365,"LSU",648,"South Carolina"
"364","6","Oct 10 2015","","Sat","Louisiana Tech","0",NA,"Texas-San Antonio","0","","",366,"Louisiana Tech",706,"UTSA"
"365","6","Oct 10 2015","","Sat","Louisiana-Monroe","0",NA,"Tulsa","0","","",498,"Louisiana-Monroe",719,"Tulsa"
"366","6","Oct 10 2015","","Sat","Maryland","0",NA,"Ohio State","0","","",392,"Maryland",518,"Ohio State"
"367","6","Oct 10 2015","","Sat","Massachusetts","0",NA,"Bowling Green State","0","","",400,"Massachusetts",71,"Bowling Green"
"368","6","Oct 10 2015","","Sat","Miami (FL)","0",NA,"Florida State","0","","",415,"Miami (Florida)",234,"Florida State"
"369","6","Oct 10 2015","","Sat","Miami (OH)","0",NA,"Ohio","0","","",414,"Miami (Ohio)",519,"Ohio"
"370","6","Oct 10 2015","","Sat","Michigan State","0",NA,"Rutgers","0","","",416,"Michigan State",587,"Rutgers"
