"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
50,"Travis Wilson, UTAH","L 17-9  vs UCLA",0,3,-1.5,0.8,2.3,49,49.8,62.4,12,"UTAH","UCLA","Travis Wilson","Wilson, T","L",9
51,"Thomas Sirk, DUKE","L 42-34  @ UVA",3.9,-0.3,-0.7,-0.4,2.5,51,55.1,62.3,12,"DUKE","UVA","Thomas Sirk","Sirk, T","L",34
52,"Michael Brewer, VT","L 30-27  vs UNC",4.4,0.2,-2.3,0.3,2.6,51,51.9,62.3,12,"VT","UNC","Michael Brewer","Brewer, M","L",27
53,"Cody Kessler, USC","L 48-28  @ ORE",4.1,1.9,-3.5,1.1,3.6,54,60,62.2,12,"USC","ORE","Cody Kessler","Kessler, C","L",28
54,"Dane Evans, TLSA","L 44-21  vs NAVY",5.4,-0.1,-2.3,0.1,3.2,47,65.2,62.1,12,"TLSA","NAVY","Dane Evans","Evans, D","L",21
55,"Peyton Bender, WSU","W 27-3  vs COLO",0.8,0,0,0,0.8,23,60.6,61.5,12,"WSU","COLO","Peyton Bender","Bender, P","W",27
56,"Riley Neal, BALL","L 48-31  @ OHIO",0.3,1.3,0,0.4,2,43,56.7,60.9,12,"BALL","OHIO","Riley Neal","Neal, R","L",31
57,"Driphus Jackson, RICE","L 34-24  @ UTSA",8.8,-0.1,-3.2,-0.4,5.1,53,66.6,59.3,12,"RICE","UTSA","Driphus Jackson","Jackson, D","L",24
58,"Baker Mayfield, OKLA","W 30-29  vs TCU",2.5,-0.1,-1.5,-0.1,0.8,31,44.9,59.3,12,"OKLA","TCU","Baker Mayfield","Mayfield, B","W",30
59,"Marquise Williams, UNC","W 30-27  @ VT",4.8,-0.6,-1.9,-0.7,1.6,53,45.7,59.1,12,"UNC","VT","Marquise Williams","Williams, M","W",30
60,"Christian Hackenberg, PSU","L 28-16  vs MICH",-0.7,1.9,-2.6,1.5,0,45,37.7,58.8,12,"PSU","MICH","Christian Hackenberg","Hackenberg, C","L",16
61,"Kyle Postma, HOU","L 20-17  @ CONN",2.6,2.4,-1.8,-0.3,2.9,42,55.3,57.4,12,"HOU","CONN","Kyle Postma","Postma, K","L",17
62,"Jeff Driskel, LT","W 17-15  @ UTEP",3.9,0.2,0,-0.3,3.8,30,69.6,57.2,12,"LT","UTEP","Jeff Driskel","Driskel, J","W",17
63,"Andrew Allen, NMSU","W 37-34  @ ULL",6.6,-0.3,-0.8,0.9,6.4,46,71.9,56.8,12,"NMSU","ULL","Andrew Allen","Allen, A","W",37
64,"Zach Terrell, WMU","L 27-19  @ NIU",4.6,1.3,-3.1,-0.6,2.2,52,48.8,55.9,12,"WMU","NIU","Zach Terrell","Terrell, Z","L",19
65,"Marcus McMaryion, ORST","L 52-7  vs WASH",-0.1,0,0,0,0,20,36.9,54.7,12,"ORST","WASH","Marcus McMaryion","McMaryion, M","L",7
66,"Joel Lanning, ISU","L 38-35  @ KSU",7.4,-2,-3.2,0.2,2.5,44,53.4,54.7,12,"ISU","KSU","Joel Lanning","Lanning, J","L",35
67,"Caleb Rowe, MD","L 47-28  vs IND",1.2,0.3,0,1.1,2.6,25,65.5,54.7,12,"MD","IND","Caleb Rowe","Rowe, C","L",28
68,"Greyson Lambert, UGA","W 23-17  vs GASO",2.7,0,-1.6,0,1.1,29,47.6,54.5,12,"UGA","GASO","Greyson Lambert","Lambert, G","W",23
69,"John Fadule, BC","L 19-16  @ ND",-1.8,3.9,-1.7,-0.1,0.3,25,41,54,12,"BC","ND","John Fadule","Fadule, J","L",16
70,"Billy Bahl, M-OH","W 20-13  @ UMASS",3.6,0.8,-1.2,-0.2,3,30,63.1,53.4,12,"OH","UMASS","Billy Bahl","Bahl, B","W",20
71,"Joe Licata, BUFF","L 42-21  @ AKR",0.4,0,0,0.8,1.1,56,45.3,53.4,12,"BUFF","AKR","Joe Licata","Licata, J","L",21
72,"Matt Johnson, BGSU","L 44-28  vs TOL",3.6,0.9,-2.6,0.3,2.3,62,49.5,53,12,"BGSU","TOL","Matt Johnson","Johnson, M","L",28
73,"Brandon Harris, LSU","L 38-17  @ MISS",-0.2,0.3,-0.3,-0.4,-0.6,64,33.2,52.4,12,"LSU","MISS","Brandon Harris","Harris, B","L",17
74,"Parker Boehme, DUKE","L 42-34  @ UVA",-0.6,0.5,-0.9,1.5,0.6,29,44.6,52,12,"DUKE","UVA","Parker Boehme","Boehme, P","L",34
75,"Perry Orth, SC","L 23-22  vs CIT",7.8,0.4,0,-0.4,7.9,49,76.8,51.9,12,"SC","CIT","Perry Orth","Orth, P","L",22
76,"DaMarcus Smith, UNT","L 41-7  @ MTSU",-0.1,1,0,0,1,24,52.3,51.5,12,"UNT","MTSU","DaMarcus Smith","Smith, D","L",7
77,"Kyle Bolin, LOU","L 45-34  @ PITT",2.6,-0.1,-2,0,0.5,26,43.3,50.9,12,"LOU","PITT","Kyle Bolin","Bolin, K","L",34
78,"Tanner Mangum, BYU","W 52-10  vs FRES",3.8,-0.7,-0.2,0,2.9,43,61.2,50.1,12,"BYU","FRES","Tanner Mangum","Mangum, T","W",52
79,"Dalton Sturm, UTSA","W 34-24  vs RICE",7.2,1.3,-2.8,-0.5,5.2,35,76.7,50,12,"UTSA","RICE","Dalton Sturm","Sturm, D","W",34
80,"Paxton Lynch, MEM","L 31-12  @ TEM",3.6,-2.2,-1.2,-0.1,0.1,43,38.3,48.8,12,"MEM","TEM","Paxton Lynch","Lynch, P","L",12
81,"Tim Boyle, CONN","W 20-17  vs HOU",1.6,-0.6,0,-0.2,0.8,26,45.3,48.1,12,"CONN","HOU","Tim Boyle","Boyle, T","W",20
82,"Tyler Stewart, NEV","L 31-27  @ USU",-0.1,0.7,-1.1,0.5,0,26,37.9,44.5,12,"NEV","USU","Tyler Stewart","Stewart, T","L",27
83,"Drew Barker, UK","W 58-10  vs CHAR",2.5,-1,-0.7,0,0.8,35,45,39.6,12,"UK","CHAR","Drew Barker","Barker, D","W",58
84,"Cody Clements, USA","L 24-10  @ GAST",-0.2,1.5,-0.3,0.6,1.6,47,47.9,39.1,12,"USA","GAST","Cody Clements","Clements, C","L",10
85,"John Wolford, WAKE","L 33-13  @ CLEM",0.5,0.2,-2.8,-0.2,-2.3,30,14.4,38.3,12,"WAKE","CLEM","John Wolford","Wolford, J","L",13
86,"Lamar Jordan, UNM","L 28-21  vs CSU",-1.8,4,-1.3,-0.1,0.8,33,43.8,37.9,12,"UNM","CSU","Lamar Jordan","Jordan, L","L",21
87,"Joe Hubener, KSU","W 38-35  vs ISU",1.5,1,-1.4,-0.2,0.9,53,42.6,37.7,12,"KSU","ISU","Joe Hubener","Hubener, J","W",38
88,"Justin Holman, UCF","L 44-7  vs ECU",0.9,0,-0.7,0,0.3,21,41,37.3,12,"UCF","ECU","Justin Holman","Holman, J","L",7
89,"Nick Mullens, USM","W 56-31  vs ODU",4.8,1,-2.5,0.2,3.6,43,60.1,35.9,12,"USM","ODU","Nick Mullens","Mullens, N","W",56
90,"Clayton Thorson, NW","W 13-7  @ WIS",-0.5,-1.2,-1,-0.4,-3.1,30,17.3,35.9,12,"NW","WIS","Clayton Thorson","Thorson, C","W",13
91,"Jaquez Johnson, FAU","L 20-14  @ FLA",-2.8,-2.1,-1.8,0.2,-6.5,51,13.6,34.9,12,"FAU","FLA","Jaquez Johnson","Johnson, J","L",14
92,"Ryan Metz, UTEP","L 17-15  vs LT",0.8,-0.6,0,-0.3,-0.1,34,37.1,33.9,12,"UTEP","LT","Ryan Metz","Metz, R","L",15
93,"Chris Laviano, RUTG","W 31-21  @ ARMY",0.9,0.3,0,-0.2,1,24,49.4,33.3,12,"RUTG","ARMY","Chris Laviano","Laviano, C","W",31
94,"Treon Harris, FLA","W 20-14  vs FAU",0.8,2.8,-4.8,0.5,-0.7,30,32.1,32.8,12,"FLA","FAU","Treon Harris","Harris, T","W",20
95,"Chris Carter, ARMY","L 31-21  vs RUTG",1.2,-0.3,-0.7,0.4,0.6,27,44.2,31.3,12,"ARMY","RUTG","Chris Carter","Carter, C","L",21
96,"Joel Stave, WIS","L 13-7  vs NW",-0.8,-0.5,-5.8,0.1,-7,46,10.9,31.1,12,"WIS","NW","Joel Stave","Stave, J","L",7
97,"Cade Apsay, COLO","L 27-3  @ WSU",3.3,-2,-1.8,-0.9,-1.5,53,28.6,30.8,12,"COLO","WSU","Cade Apsay","Apsay, C","L",3
98,"Tyler Jones, TXST","W 16-3  vs ULM",3.9,-2.8,-1,-0.6,-0.5,46,35,30.2,12,"TXST","ULM","Tyler Jones","Jones, T","W",16
99,"J.T. Barrett, OSU","L 17-14  vs MSU",-0.5,-2.1,-0.8,0,-3.4,31,16.1,29.2,12,"OSU","MSU","J.T. Barrett","Barrett, J","L",14
100,"Zack Mahoney, SYR","L 42-29  @ NCST",0.6,-2.4,-1,0.5,-2.4,41,18.5,28.5,12,"SYR","NCST","Zack Mahoney","Mahoney, Z","L",29
101,"Hayden Moore, CIN","L 65-27  @ USF",-0.1,0.5,-1.6,0,-1.2,43,16.5,26.1,12,"CIN","USF","Hayden Moore","Moore, H","L",27
102,"Drew Lock, MIZ","L 19-8  vs TENN",-4.2,0.4,-0.6,0.3,-4.1,39,11.3,25.1,12,"MIZ","TENN","Drew Lock","Lock, D","L",8
103,"Lamar Jackson, LOU","L 45-34  @ PITT",0.4,0.9,-2.9,-0.3,-1.9,31,19.7,25,12,"LOU","PITT","Lamar Jackson","Jackson, L","L",34
104,"Brett Rypien, BSU","L 37-30  vs AFA",-0.6,1.2,-3.9,1.3,-2.1,60,27.7,24.7,12,"BSU","AFA","Brett Rypien","Rypien, B","L",30
105,"Kurt Palandech, UNLV","L 52-14  vs SDSU",-1.1,0.5,-2.1,-0.1,-2.9,50,16.7,24.1,12,"UNLV","SDSU","Kurt Palandech","Palandech, K","L",14
106,"Brooks Haack, ULL","L 37-34  vs NMSU",4,-1.4,-1.2,-0.1,1.3,46,44.8,23.4,12,"ULL","NMSU","Brooks Haack","Haack, B","L",34
107,"Foster Sawyer, TCU","L 30-29  @ OKLA",-2.7,-0.7,-1,0.4,-4,25,8.5,21.8,12,"TCU","OKLA","Foster Sawyer","Sawyer, F","L",29
108,"George Bollas, KENT","L 27-14  vs CMU",-2,1.3,-0.3,0,-1,21,25.8,21.8,12,"KENT","CMU","George Bollas","Bollas, G","L",14
109,"Brooks Barden, CHAR","L 58-10  @ UK",-1.5,0.8,-1,0.7,-1.1,37,25,19.8,12,"CHAR","UK","Brooks Barden","Barden, B","L",10
110,"Trevor Knight, OKLA","W 30-29  vs TCU",-1.9,0.2,-0.6,-0.1,-2.4,23,11.2,18.3,12,"OKLA","TCU","Trevor Knight","Knight, T","W",30
111,"Kavika Johnson, UTEP","L 17-15  vs LT",-0.7,-1.2,0,-0.1,-2,24,20.2,18.1,12,"UTEP","LT","Kavika Johnson","Johnson, K","L",15
112,"Chuckie Keeton, USU","W 31-27  vs NEV",-2.5,0.3,-0.4,-0.1,-2.7,42,22.6,14.5,12,"USU","NEV","Chuckie Keeton","Keeton, C","W",31
113,"Keenan Reynolds, NAVY","W 44-21  @ TLSA",1.3,-2.3,-0.5,0,-1.4,22,21.3,13,12,"NAVY","TLSA","Keenan Reynolds","Reynolds, K","W",44
114,"Tanner Lee, TULN","L 49-21  @ SMU",-0.4,0,-0.3,-0.2,-0.9,26,27.2,11.7,12,"TULN","SMU","Tanner Lee","Lee, T","L",21
115,"Blake Frohnapfel, UMASS","L 20-13  vs M-OH",-1.6,-0.9,-3.2,0.1,-5.5,47,14.2,11.5,12,"UMASS","OH","Blake Frohnapfel","Frohnapfel, B","L",13
116,"Ikaika Woolsey, HAW","L 42-23  vs SJSU",-2,0.3,-0.3,-0.2,-2.2,36,14.3,11,12,"HAW","SJSU","Ikaika Woolsey","Woolsey, I","L",23
117,"Shane Cockerille, MD","L 47-28  vs IND",-0.2,-0.8,-0.6,-0.1,-1.7,30,13.3,8.9,12,"MD","IND","Shane Cockerille","Cockerille, S","L",28
118,"Zack Greenlee, FRES","L 52-10  @ BYU",-6.2,0.2,-1.9,0.3,-7.6,48,4.2,4.8,12,"FRES","BYU","Zack Greenlee","Greenlee, Z","L",10
119,"Earnest Carrington, ULM","L 16-3  @ TXST",-5.4,0.7,0,-0.2,-4.9,37,11.5,4.4,12,"ULM","TXST","Earnest Carrington","Carrington, E","L",3
120,"Ryan Willis, KU","L 49-0  vs WVU",-4.8,0,-1.2,0.1,-5.9,43,2.2,4.2,12,"KU","WVU","Ryan Willis","Willis, R","L",0
121,"Matthew Jordan, GT","L 38-21  @ MIA",-0.4,-7.3,-0.1,0,-7.8,36,2.1,3.4,12,"GT","MIA","Matthew Jordan","Jordan, M","L",21
122,"Alex McGough, FIU","L 63-7  vs WKU",-5.6,-1.7,-1.1,0.5,-7.9,43,2.9,2.9,12,"FIU","WKU","Alex McGough","McGough, A","L",7
1,"Joshua Dobbs, TENN","W 53-28  vs VAN",2.6,4.3,0,1.8,8.7,35,94.8,97.8,13,"TENN","VAN","Joshua Dobbs","Dobbs, J","W",53
2,"Kevin Hogan, STAN","W 38-36  vs ND",11.1,-0.6,-0.6,0.6,10.5,31,95.6,97.2,13,"STAN","ND","Kevin Hogan","Hogan, K","W",38
3,"Nate Sudfeld, IND","W 54-36  @ PUR",11,0.4,0,0.9,12.3,33,97.2,97.1,13,"IND","PUR","Nate Sudfeld","Sudfeld, N","W",54
4,"Chad Kelly, MISS","W 38-27  @ MSST",5.7,3.5,0,0,9.2,41,94.2,96,13,"MISS","MSST","Chad Kelly","Kelly, C","W",38
5,"J.T. Barrett, OSU","W 42-13  @ MICH",1.8,6.2,-0.5,0.3,7.9,39,88.8,95.5,13,"OSU","MICH","J.T. Barrett","Barrett, J","W",42
6,"Greg Ward Jr., HOU","W 52-31  vs NAVY",9.3,5.8,-0.5,0.2,14.8,50,95.6,95,13,"HOU","NAVY","Greg Ward Jr.","Ward, G","W",52
7,"Connor Cook, MSU","W 55-16  vs PSU",6.2,-0.6,0,-0.2,5.4,29,86.7,94.2,13,"MSU","PSU","Connor Cook","Cook, C","W",55
8,"Keenan Reynolds, NAVY","L 52-31  @ HOU",4.7,2.7,-1,0.1,6.5,36,92.6,94,13,"NAVY","HOU","Keenan Reynolds","Reynolds, K","L",31
9,"Baker Mayfield, OKLA","W 58-23  @ OKST",4.9,3.4,-0.8,0.1,7.6,37,91.6,93.8,13,"OKLA","OKST","Baker Mayfield","Mayfield, B","W",58
10,"Jared Goff, CAL","W 48-46  vs ASU",11.6,3,0,0.4,14.9,59,91,93.6,13,"CAL","ASU","Jared Goff","Goff, J","W",48
11,"Deshaun Watson, CLEM","W 37-32  @ SC",9.3,3.1,0,0,12.4,48,90.8,92.5,13,"CLEM","SC","Deshaun Watson","Watson, D","W",37
12,"Chris Laviano, RUTG","L 46-41  vs MD",9.5,0,0,-0.3,9.2,35,92.9,92.2,13,"RUTG","MD","Chris Laviano","Laviano, C","L",41
13,"Nick Mullens, USM","W 58-24  @ LT",12.3,0,-1.8,-0.1,10.3,40,92.2,92.1,13,"USM","LT","Nick Mullens","Mullens, N","W",58
14,"Dane Evans, TLSA","W 45-34  @ TULN",11.5,-0.3,-1.4,-0.1,9.6,36,91.5,89.4,13,"TLSA","TULN","Dane Evans","Evans, D","W",45
15,"Brent Stockstill, MTSU","W 42-7  @ UTSA",5.4,0.4,0,0,5.8,33,90.6,87.6,13,"MTSU","UTSA","Brent Stockstill","Stockstill, B","W",42
16,"Brandon Doughty, WKU","W 49-28  vs MRSH",9.2,-3,-1,0.7,6,47,81.1,86.8,13,"WKU","MRSH","Brandon Doughty","Doughty, B","W",49
17,"Jake Rudock, MICH","L 42-13  vs OSU",5.1,-0.7,-0.6,0.9,4.7,38,71.3,86.6,13,"MICH","OSU","Jake Rudock","Rudock, J","L",13
18,"Brad Kaaya, MIA","W 29-24  @ PITT",4.6,1,0,1.2,6.8,45,82,86.1,13,"MIA","PITT","Brad Kaaya","Kaaya, B","W",29
19,"Brett Rypien, BSU","W 40-23  @ SJSU",8,0,-0.6,1.7,9.1,41,86.7,84.5,13,"BSU","SJSU","Brett Rypien","Rypien, B","W",40
20,"Caleb Rowe, MD","W 46-41  @ RUTG",3.6,4.1,0,0.5,7.9,43,89.3,84.5,13,"MD","RUTG","Caleb Rowe","Rowe, C","W",46
21,"Quinton Flowers, USF","W 44-3  @ UCF",4.4,3.6,-0.5,0.5,7.9,42,89.8,83.8,13,"USF","UCF","Quinton Flowers","Flowers, Q","W",44
22,"Lamar Jackson, LOU","W 38-24  @ UK",-2.2,10.2,0,-0.3,7.7,40,87.2,83.6,13,"LOU","UK","Lamar Jackson","Jackson, L","W",38
23,"Mike Bercovici, ASU","L 48-46  @ CAL",11.7,0.9,-2.2,0.3,10.7,57,81.8,83.3,13,"ASU","CAL","Mike Bercovici","Bercovici, M","L",46
24,"Joe Hubener, KSU","W 45-14  @ KU",1.6,4,-0.9,0.2,5,37,88.9,83.2,13,"KSU","KU","Joe Hubener","Hubener, J","W",45
25,"Thomas Sirk, DUKE","W 27-21  @ WAKE",9.8,0.1,-1.5,1,9.5,59,79.9,83.2,13,"DUKE","WAKE","Thomas Sirk","Sirk, T","W",27
26,"Greyson Lambert, UGA","W 13-7  @ GT",4.9,0,-0.5,-0.1,4.3,27,77.8,81.1,13,"UGA","GT","Greyson Lambert","Lambert, G","W",13
27,"DeShone Kizer, ND","L 38-36  @ STAN",4.5,1.6,0,-0.2,5.8,44,70.8,80.5,13,"ND","STAN","DeShone Kizer","Kizer, D","L",36
28,"Nick Arbuckle, GAST","W 31-21  vs TROY",10,0,-1.4,-0.1,8.4,50,84.5,79.1,13,"GAST","TROY","Nick Arbuckle","Arbuckle, N","W",31
29,"Patrick Mahomes, TTU","W 48-45  @ TEX",5.4,3.7,-2.4,-0.3,6.4,57,67.1,78.9,13,"TTU","TEX","Patrick Mahomes","Mahomes, P","W",48
30,"Kenny Potter, SJSU","L 40-23  vs BSU",7.7,1.3,-2.9,0.2,6.3,64,70.6,78.8,13,"SJSU","BSU","Kenny Potter","Potter, K","L",23
31,"Brandon Allen, ARK","W 28-3  vs MIZ",2.9,-0.2,-1,0,1.7,22,66.1,77.6,13,"ARK","MIZ","Brandon Allen","Allen, B","W",28
32,"J.W. Walsh, OKST","L 58-23  vs OKLA",3.1,-1,0,0.4,2.6,56,55.7,76.8,13,"OKST","OKLA","J.W. Walsh","Walsh, J","L",23
33,"Zach Terrell, WMU","W 35-30  @ TOL",4.6,-0.6,-0.4,0,3.5,26,71.4,76.4,13,"WMU","TOL","Zach Terrell","Terrell, Z","W",35
34,"Marquise Williams, UNC","W 45-34  @ NCST",2.4,0.6,0,0,3,40,64.2,75.9,13,"UNC","NCST","Marquise Williams","Williams, M","W",45
35,"Vernon Adams Jr., ORE","W 52-42  vs ORST",8.5,-0.4,-1,-0.1,7.1,54,76.8,74.7,13,"ORE","ORST","Vernon Adams Jr.","Adams, V","W",52
36,"Tanner Mangum, BYU","W 51-28  @ USU",5.3,-0.3,-2.3,1.8,4.5,38,69,74.5,13,"BYU","USU","Tanner Mangum","Mangum, T","W",51
37,"Thomas Woodson, AKR","W 20-0  vs KENT",3.2,1.2,-1.5,1.3,4.2,41,70.4,74.4,13,"AKR","KENT","Thomas Woodson","Woodson, T","W",20
38,"Gunner Kiel, CIN","W 19-16  @ ECU",8,-0.2,0,-0.1,7.6,51,74.2,73.5,13,"CIN","ECU","Gunner Kiel","Kiel, G","W",19
39,"Matt Johnson, BGSU","W 48-10  @ BALL",5.3,0.6,-0.4,0,5.6,37,85.7,71.8,13,"BGSU","BALL","Matt Johnson","Johnson, M","W",48
40,"Tommy Fiedler, NIU","L 26-21  vs OHIO",1.1,1.2,0,-0.1,2.2,21,70.1,71.2,13,"NIU","OHIO","Tommy Fiedler","Fiedler, T","L",21
41,"Jeremy Johnson, AUB","L 29-13  vs ALA",1.4,-0.4,-1.8,-0.3,-1.1,31,28.6,69.6,13,"AUB","ALA","Jeremy Johnson","Johnson, J","L",13
42,"Blake Kemp, ECU","L 19-16  vs CIN",7.4,0,0,-0.3,7,59,68.3,66.8,13,"ECU","CIN","Blake Kemp","Kemp, B","L",16
43,"Jake Coker, ALA","W 29-13  @ AUB",3.2,-0.9,0,-0.4,1.8,32,52.6,66.6,13,"ALA","AUB","Jake Coker","Coker, J","W",29
44,"Jacoby Brissett, NCST","L 45-34  vs UNC",-2.5,6.3,-1,-0.1,2.6,61,56.3,66.4,13,"NCST","UNC","Jacoby Brissett","Brissett, J","L",34
45,"Cody Kessler, USC","W 40-21  vs UCLA",3,-0.1,-0.8,-0.2,1.8,34,53,65.4,13,"USC","UCLA","Cody Kessler","Kessler, C","W",40
46,"Christian Hackenberg, PSU","L 55-16  @ MSU",2.3,0.4,-2.1,0.2,0.7,52,42.8,64.4,13,"PSU","MSU","Christian Hackenberg","Hackenberg, C","L",16
47,"Sean Maguire, FSU","W 27-2  @ FLA",1.2,0,-1.8,0,-0.6,33,33.2,62.9,13,"FSU","FLA","Sean Maguire","Maguire, S","W",27
48,"P.J. Walker, TEM","W 27-3  vs CONN",3.2,-0.8,-1,1.5,3,38,63.5,62.7,13,"TEM","CONN","P.J. Walker","Walker, P","W",27
49,"Perry Orth, SC","L 37-32  vs CLEM",-0.1,0.4,-1,-0.1,-0.7,39,32.6,61.3,13,"SC","CLEM","Perry Orth","Orth, P","L",32
50,"Tyrone Swoopes, TEX","L 48-45  vs TTU",-2.1,6.9,-1.2,0.5,4,36,66.3,60.7,13,"TEX","TTU","Tyrone Swoopes","Swoopes, T","L",45
51,"Skyler Howard, WVU","W 30-6  vs ISU",1.2,3,-0.7,-0.2,3.4,42,64.8,60.1,13,"WVU","ISU","Skyler Howard","Howard, S","W",30
52,"Tyler Jones, TXST","L 38-31  @ IDHO",6.9,0.7,0,-0.2,7.4,51,76.3,59.8,13,"TXST","IDHO","Tyler Jones","Jones, T","L",31
53,"Kyle Shurmur, VAN","L 53-28  @ TENN",0.4,0.6,-1.5,0.1,-0.4,44,33.3,59.8,13,"VAN","TENN","Kyle Shurmur","Shurmur, K","L",28
54,"Andrew Allen, NMSU","L 52-28  vs ARST",2.5,1.9,-2,-0.3,2.1,35,55,58.9,13,"NMSU","ARST","Andrew Allen","Allen, A","L",28
55,"Peyton Bender, WSU","L 45-10  @ WASH",1.8,0,-2.1,0.3,0,63,37.7,58.5,13,"WSU","WASH","Peyton Bender","Bender, P","L",10
56,"Lamar Jordan, UNM","W 47-35  vs AFA",0.8,1,0,-0.1,1.6,23,61.8,58.1,13,"UNM","AFA","Lamar Jordan","Jordan, L","W",47
57,"Phillip Ely, TOL","L 35-30  vs WMU",5.4,-0.7,-1.3,0.8,4.2,42,64.8,57.7,13,"TOL","WMU","Phillip Ely","Ely, P","L",30
58,"Ikaika Woolsey, HAW","W 28-26  vs ULM",1.3,1.8,-1,0.2,2.3,26,62.7,57.5,13,"HAW","ULM","Ikaika Woolsey","Woolsey, I","W",28
59,"Cameron Coffman, WYO","W 35-28  vs UNLV",3.3,-0.2,0,0.6,3.7,28,71.3,57.2,13,"WYO","UNLV","Cameron Coffman","Coffman, C","W",35
60,"George Bollas, KENT","L 20-0  @ AKR",0.2,0.8,-0.9,0.9,0.9,29,49.1,57.1,13,"KENT","AKR","George Bollas","Bollas, G","L",0
61,"Kyle Allen, TA&M","L 19-7  @ LSU",2.7,0.3,-3.6,-0.6,-1.2,38,29.6,56.9,13,"TA","LSU","Kyle Allen","Allen, K","L",7
62,"Jake Browning, WASH","W 45-10  vs WSU",4.7,-1.4,-1.1,-0.4,1.7,30,56,55.6,13,"WASH","WSU","Jake Browning","Browning, J","W",45
63,"Chuckie Keeton, USU","L 51-28  vs BYU",-0.5,4.4,-1.6,0.9,3.2,57,54.6,54.9,13,"USU","BYU","Chuckie Keeton","Keeton, C","L",28
64,"Fredi Knighten, ARST","W 52-28  @ NMSU",5,1.7,-0.4,0.4,6.8,62,73.6,54.2,13,"ARST","NMSU","Fredi Knighten","Knighten, F","W",52
65,"Blake Frohnapfel, UMASS","W 31-26  @ BUFF",-2.7,5.5,0,0,2.8,29,62.6,53.7,13,"UMASS","BUFF","Blake Frohnapfel","Frohnapfel, B","W",31
66,"Kilton Anderson, FRES","L 34-31  vs CSU",1.5,4.2,-1.7,-0.2,3.9,48,59.2,53.3,13,"FRES","CSU","Kilton Anderson","Anderson, K","L",31
67,"Josh Rosen, UCLA","L 40-21  @ USC",2.1,1.2,-3,0.2,0.4,47,40,51.4,13,"UCLA","USC","Josh Rosen","Rosen, J","L",21
68,"Wes Lunt, ILL","L 24-14  vs NW",-1.8,-0.4,-0.8,-0.3,-3.4,47,21.3,51.4,13,"ILL","NW","Wes Lunt","Lunt, W","L",14
69,"Tommy Armstrong Jr., NEB","L 28-20  vs IOWA",-3.3,2.9,0,-0.4,-0.8,57,34.2,51,13,"NEB","IOWA","Tommy Armstrong Jr.","Armstrong, T","L",20
70,"Matt Johns, UVA","L 23-20  vs VT",-1.3,3.3,-1.4,-0.1,0.5,51,40.3,50.7,13,"UVA","VT","Matt Johns","Johns, M","L",20
71,"Zack Mahoney, SYR","W 20-17  vs BC",-1,-1,-1.8,2.5,-1.3,42,30.4,50.7,13,"SYR","BC","Zack Mahoney","Mahoney, Z","W",20
72,"Dak Prescott, MSST","L 38-27  vs MISS",1.2,1.2,-2.8,-0.3,-0.7,71,34.1,50.5,13,"MSST","MISS","Dak Prescott","Prescott, D","L",27
73,"Jordy Joseph, TULN","L 45-34  vs TLSA",2.6,2.4,0,0.4,5.4,53,66.1,48.7,13,"TULN","TLSA","Jordy Joseph","Joseph, J","L",34
74,"Driphus Jackson, RICE","W 27-7  vs CHAR",0.6,0.3,0,0.8,1.7,32,52.5,46.9,13,"RICE","CHAR","Driphus Jackson","Jackson, D","W",27
75,"Taylor Lamb, APP","W 28-7  vs ULL",4.3,-1.9,0,0.1,2.4,30,65,45.8,13,"APP","ULL","Taylor Lamb","Lamb, T","W",28
76,"Mitch Leidner, MINN","L 31-21  vs WIS",-0.6,-1.3,-0.1,0.1,-1.9,46,25.4,44.7,13,"MINN","WIS","Mitch Leidner","Leidner, M","L",21
77,"Tim Boyle, CONN","L 27-3  @ TEM",0.2,-0.2,-0.5,0.2,-0.2,27,34.1,44.3,13,"CONN","TEM","Tim Boyle","Boyle, T","L",3
78,"Cooper Rush, CMU","W 35-28  vs EMU",7,-0.8,-0.3,0,5.9,47,69.9,43.8,13,"CMU","EMU","Cooper Rush","Rush, C","W",35
79,"Greg Windham, OHIO","W 26-21  @ NIU",0.4,-0.5,0,0,-0.1,30,36.8,43.7,13,"OHIO","NIU","Greg Windham","Windham, G","W",26
80,"Blake Decker, UNLV","L 35-28  @ WYO",4.4,0.4,-1.9,0.8,3.7,37,65.3,40.3,13,"UNLV","WYO","Blake Decker","Decker, B","L",28
81,"John Wolford, WAKE","L 27-21  vs DUKE",2.1,-2.1,-0.5,0.5,0.1,45,38.1,39.7,13,"WAKE","DUKE","John Wolford","Wolford, J","L",21
82,"Matt Linehan, IDHO","W 38-31  vs TXST",7,-1.1,-1.1,0.3,5,44,67.2,39.2,13,"IDHO","TXST","Matt Linehan","Linehan, M","W",38
83,"Jaquez Johnson, FAU","W 33-31  @ ODU",-0.3,3,-0.6,0.5,2.7,32,60.2,38.9,13,"FAU","ODU","Jaquez Johnson","Johnson, J","W",33
84,"Austin Appleby, PUR","L 54-36  vs IND",7.3,-2.2,-2.6,0.3,3,76,49.9,38.8,13,"PUR","IND","Austin Appleby","Appleby, A","L",36
