"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
15,"Mason Rudolph, OKST","W 35-31  @ ISU",11.9,0.1,-1.8,-0.2,10.1,45,87.6,86.7,11,"OKST","ISU","Mason Rudolph","Rudolph, M","W",35
16,"Quinton Flowers, USF","W 44-23  vs TEM",4.7,1.8,-0.7,-0.2,5.7,42,81.4,85.7,11,"USF","TEM","Quinton Flowers","Flowers, Q","W",44
17,"DeShone Kizer, ND","W 28-7  vs WAKE",1.8,3.2,-1.3,0.7,4.4,34,84.4,85.6,11,"ND","WAKE","DeShone Kizer","Kizer, D","W",28
18,"Blake Decker, UNLV","L 49-35  @ CSU",7.5,-0.5,-1.9,0,5.2,24,86.1,84.6,11,"UNLV","CSU","Blake Decker","Decker, B","L",35
19,"Sean Maguire, FSU","W 34-17  vs NCST",4.5,0,0,0.4,4.9,31,77.5,84.3,11,"FSU","NCST","Sean Maguire","Maguire, S","W",34
20,"Brent Stockstill, MTSU","W 24-17  @ FAU",4.4,1.9,0,1,7.4,39,81.4,83.6,11,"MTSU","FAU","Brent Stockstill","Stockstill, B","W",24
21,"Marquise Williams, UNC","W 59-21  vs MIA",-0.1,3.5,-0.6,0.4,3.2,31,76.8,82.7,11,"UNC","MIA","Marquise Williams","Williams, M","W",59
22,"Patrick Mahomes, TTU","W 59-44  vs KSU",8.3,0.6,-1.1,0.1,7.9,56,83.6,82.6,11,"TTU","KSU","Patrick Mahomes","Mahomes, P","W",59
23,"Kyle Postma, HOU","W 35-34  vs MEM",4.3,2.6,0,0.4,7.4,43,81.5,82.3,11,"HOU","MEM","Kyle Postma","Postma, K","W",35
24,"Brandon Allen, ARK","W 31-14  @ LSU",3.2,-0.1,-1.8,0.2,1.5,20,59.2,82.1,11,"ARK","LSU","Brandon Allen","Allen, B","W",31
25,"Vernon Adams Jr., ORE","W 38-36  @ STAN",6.5,-0.5,-3.3,0.2,2.9,21,72.6,81.9,11,"ORE","STAN","Vernon Adams Jr.","Adams, V","W",38
26,"Chase Litton, MRSH","W 52-0  vs FIU",1.7,0.9,0,0,2.6,30,85.3,80.8,11,"MRSH","FIU","Chase Litton","Litton, C","W",52
27,"J.T. Barrett, OSU","W 28-3  @ ILL",2.4,2.7,-0.7,-0.2,4.3,42,67.6,79.4,11,"OSU","ILL","J.T. Barrett","Barrett, J","W",28
28,"Deshaun Watson, CLEM","W 37-27  @ SYR",8.5,1.9,0,-0.2,10.2,69,76.8,78.5,11,"CLEM","SYR","Deshaun Watson","Watson, D","W",37
29,"Josh Rosen, UCLA","L 31-27  vs WSU",6.4,5.8,0,-0.5,11.8,71,78.1,77.8,11,"UCLA","WSU","Josh Rosen","Rosen, J","L",27
30,"Jared Goff, CAL","W 54-24  vs ORST",8.6,-1.2,-1.3,-0.1,6,47,79.5,77.5,11,"CAL","ORST","Jared Goff","Goff, J","W",54
31,"Nick Stevens, CSU","W 49-35  vs UNLV",6.3,-1,-0.6,0.5,5.3,26,86.3,77.3,11,"CSU","UNLV","Nick Stevens","Stevens, N","W",49
32,"Paxton Lynch, MEM","L 35-34  @ HOU",5.4,2.9,-0.9,-0.7,6.8,50,72.7,77,11,"MEM","HOU","Paxton Lynch","Lynch, P","L",34
33,"Skyler Howard, WVU","W 38-20  vs TEX",4.1,-0.3,-1,-0.2,2.5,26,65.8,75.8,11,"WVU","TEX","Skyler Howard","Howard, S","W",38
34,"Cooper Rush, CMU","L 28-23  vs TOL",7.5,2.3,-1.7,0.6,8.6,63,73,75.7,11,"CMU","TOL","Cooper Rush","Rush, C","L",23
35,"Luke Falk, WSU","W 31-27  @ UCLA",7.9,1.8,-3.6,0.4,6.6,71,61.8,75.3,11,"WSU","UCLA","Luke Falk","Falk, L","W",31
36,"Phillip Ely, TOL","W 28-23  @ CMU",7.3,-0.5,0,-0.2,6.6,42,76.6,74.7,11,"TOL","CMU","Phillip Ely","Ely, P","W",28
37,"Kent Myers, USU","L 35-28  @ AFA",7.5,2.2,-2,0,7.7,55,74.9,74.3,11,"USU","AFA","Kent Myers","Myers, K","L",28
38,"Kurt Palandech, UNLV","L 49-35  @ CSU",-0.3,3.1,-1,1,2.7,31,75.7,73.3,11,"UNLV","CSU","Kurt Palandech","Palandech, K","L",35
39,"Jarrett Stidham, BAY","L 44-34  vs OKLA",5.2,-2,-1.3,0,2,39,50.8,73.2,11,"BAY","OKLA","Jarrett Stidham","Stidham, J","L",34
40,"David Blough, PUR","L 21-14  @ NW",1.9,-0.8,-0.9,0,0.2,54,38.5,72.2,11,"PUR","NW","David Blough","Blough, D","L",14
41,"Kenny Potter, SJSU","L 37-34  @ NEV",7,1.7,-1.4,0.2,7.6,43,79.4,71.7,11,"SJSU","NEV","Kenny Potter","Potter, K","L",34
42,"Parker Boehme, DUKE","L 31-13  vs PITT",1.8,4,-1.3,0.9,5.4,56,67.5,71.5,11,"DUKE","PITT","Parker Boehme","Boehme, P","L",13
43,"Gus Ragland, M-OH","L 37-28  vs AKR",1.8,0.2,0,0.1,2.2,25,67,71.3,11,"OH","AKR","Gus Ragland","Ragland, G","L",28
44,"Maxwell Smith, SDSU","W 38-3  vs WYO",4.6,0,-1.3,0,3.3,21,87.8,69.6,11,"SDSU","WYO","Maxwell Smith","Smith, M","W",38
45,"Fredi Knighten, ARST","W 59-21  @ ULM",6,1.3,-2,-0.2,5.1,43,71.1,69.1,11,"ARST","ULM","Fredi Knighten","Knighten, F","W",59
46,"Kevin Hogan, STAN","L 38-36  vs ORE",9.4,-2.7,-0.7,0.1,6.1,53,69,68.4,11,"STAN","ORE","Kevin Hogan","Hogan, K","L",36
47,"Matt Linehan, IDHO","L 47-20  vs APP",4.1,0.1,-1.4,-0.1,2.6,41,61.5,68,11,"IDHO","APP","Matt Linehan","Linehan, M","L",20
48,"Greyson Lambert, UGA","W 20-13  @ AUB",2.4,0.8,-1.4,-0.3,1.5,23,54.1,67.9,11,"UGA","AUB","Greyson Lambert","Lambert, G","W",20
49,"Zack Greenlee, FRES","W 42-14  @ HAW",5.4,0.8,-2.2,3.8,7.8,54,80,67.9,11,"FRES","HAW","Zack Greenlee","Greenlee, Z","W",42
50,"Gunner Kiel, CIN","W 49-38  vs TLSA",11.1,-0.2,-1.4,-0.2,9.3,52,81.2,67.8,11,"CIN","TLSA","Gunner Kiel","Kiel, G","W",49
51,"Zack Mahoney, SYR","L 37-27  vs CLEM",-2.7,3.5,-0.5,-0.4,-0.1,33,36.8,65.6,11,"SYR","CLEM","Zack Mahoney","Mahoney, Z","L",27
52,"Jerrod Heard, TEX","L 38-20  @ WVU",1.7,0.2,-1.1,-0.1,0.8,31,45.1,63.7,11,"TEX","WVU","Jerrod Heard","Heard, J","L",20
53,"Taylor Lamb, APP","W 47-20  @ IDHO",2.2,2.2,-0.3,-0.3,3.8,26,78.5,62.8,11,"APP","IDHO","Taylor Lamb","Lamb, T","W",47
54,"Cody Kessler, USC","W 27-24  @ COLO",3.3,0,-1.4,0.5,2.4,32,58.4,62.2,11,"USC","COLO","Cody Kessler","Kessler, C","W",27
55,"Tanner Lee, TULN","W 34-31  @ ARMY",5.8,0,-0.9,-0.1,4.8,31,75.9,61.8,11,"TULN","ARMY","Tanner Lee","Lee, T","W",34
56,"Tanner Mangum, BYU","L 20-16  @ MIZ",1.2,0,-1.6,1.9,1.5,47,46,61.6,11,"BYU","MIZ","Tanner Mangum","Mangum, T","L",16
57,"Nate Sudfeld, IND","L 48-41  vs MICH",0.2,0.7,-1.1,0.7,0.5,51,40.1,61.2,11,"IND","MICH","Nate Sudfeld","Sudfeld, N","L",41
58,"Mike Bercovici, ASU","W 27-17  vs WASH",4.8,-1.3,-2.6,0,0.9,43,43.2,61.1,11,"ASU","WASH","Mike Bercovici","Bercovici, M","W",27
59,"Treon Harris, FLA","W 24-14  @ SC",4.6,0.2,-1.9,-0.2,2.7,46,55.4,60.9,11,"FLA","SC","Treon Harris","Harris, T","W",24
60,"Dane Evans, TLSA","L 49-38  @ CIN",5.3,0.2,-1.5,-0.1,3.9,59,58.6,59.9,11,"TLSA","CIN","Dane Evans","Evans, D","L",38
61,"Jacoby Brissett, NCST","L 34-17  @ FSU",1.8,0.4,-2.2,-0.4,-0.4,68,36.2,57.9,11,"NCST","FSU","Jacoby Brissett","Brissett, J","L",17
62,"Cade Apsay, COLO","L 27-24  vs USC",5.5,-1.1,-3.6,0.5,1.4,34,49.2,57.7,11,"COLO","USC","Cade Apsay","Apsay, C","L",24
63,"Derrius Vick, OHIO","W 27-0  vs KENT",-0.2,4.8,-2.7,-0.2,1.7,38,51.6,56.6,11,"OHIO","KENT","Derrius Vick","Vick, D","W",27
64,"Cody Clements, USA","W 32-25  vs ULL",5.1,0.7,-0.9,0,5,38,72.9,55,11,"USA","ULL","Cody Clements","Clements, C","W",32
65,"Dak Prescott, MSST","L 31-6  vs ALA",0.9,-1.8,-5.9,0.6,-6.3,71,16.7,53.4,11,"MSST","ALA","Dak Prescott","Prescott, D","L",6
66,"Ryan Willis, KU","L 23-17  @ TCU",-0.4,1.3,-2,0.6,-0.6,50,34.8,51.7,11,"KU","TCU","Ryan Willis","Willis, R","L",17
67,"Nick Mitchell, ORST","L 54-24  @ CAL",-0.2,1,0,0.2,1.1,39,47.7,50.3,11,"ORST","CAL","Nick Mitchell","Mitchell, N","L",24
68,"Blake Frohnapfel, UMASS","W 28-17  @ EMU",2,1.8,-0.7,0.2,3.3,25,72.5,50,11,"UMASS","EMU","Blake Frohnapfel","Frohnapfel, B","W",28
69,"Matt Johnson, BGSU","W 41-27  @ WMU",4.6,-0.1,-1.6,0,3,51,54.2,49.7,11,"BGSU","WMU","Matt Johnson","Johnson, M","W",41
70,"Matt Johnson, CHAR","L 30-27  vs UTSA",4.2,-2,0,0,2.2,25,60.3,49.6,11,"CHAR","UTSA","Matt Johnson","Johnson, M","L",27
71,"Tommy Armstrong Jr., NEB","W 31-14  @ RUTG",3.5,-0.6,-1.1,0.3,2.2,30,59.6,49,11,"NEB","RUTG","Tommy Armstrong Jr.","Armstrong, T","W",31
72,"Jake Coker, ALA","W 31-6  @ MSST",0.1,0,0,0,0.1,28,38.7,48.6,11,"ALA","MSST","Jake Coker","Coker, J","W",31
73,"Joe Licata, BUFF","L 41-30  vs NIU",2.6,-0.3,-1.4,0.3,1.1,54,44.4,48.5,11,"BUFF","NIU","Joe Licata","Licata, J","L",30
74,"Michael Brewer, VT","W 23-21  @ GT",1.5,-0.8,-0.9,0.8,0.7,34,43,48.1,11,"VT","GT","Michael Brewer","Brewer, M","W",23
75,"Travis Wilson, UTAH","L 37-30  @ ARIZ",2,3.3,-3.1,0.9,3,48,53.9,46.8,11,"UTAH","ARIZ","Travis Wilson","Wilson, T","L",30
76,"Thomas Woodson, AKR","W 37-28  @ M-OH",2,-0.2,-0.8,0.9,1.9,50,49.7,46.8,11,"AKR","OH","Thomas Woodson","Woodson, T","W",37
77,"David Washington, ODU","W 31-21  vs UTEP",6.1,-0.3,-1.7,1.1,5.1,53,62.7,46.6,11,"ODU","UTEP","David Washington","Washington, D","W",31
78,"P.J. Walker, TEM","L 44-23  @ USF",-1.6,0.1,-1,1.5,-1,61,32.2,45.9,11,"TEM","USF","P.J. Walker","Walker, P","L",23
79,"Ryan Graham, NIU","W 41-30  @ BUFF",2.7,-0.2,-0.5,0.2,2.2,44,54.2,45.1,11,"NIU","BUFF","Ryan Graham","Graham, R","W",41
80,"Wes Lunt, ILL","L 28-3  vs OSU",-1.7,0,-1.1,0.1,-2.7,54,23.6,44.7,11,"ILL","OSU","Wes Lunt","Lunt, W","L",3
81,"Joe Hubener, KSU","L 59-44  @ TTU",2.9,-0.4,-1.2,0,1.3,56,47.1,44.1,11,"KSU","TTU","Joe Hubener","Hubener, J","L",44
82,"Justin Thomas, GT","L 23-21  vs VT",-0.2,0.4,-1.2,0.3,-0.6,32,33,42.8,11,"GT","VT","Justin Thomas","Thomas, J","L",21
83,"Jake Browning, WASH","L 27-17  @ ASU",-0.5,1.8,-3,-0.2,-1.8,64,30.6,42.2,11,"WASH","ASU","Jake Browning","Browning, J","L",17
84,"Brogan Roback, EMU","L 28-17  vs UMASS",4.1,-0.2,-1.3,0.2,2.8,53,54.3,41.4,11,"EMU","UMASS","Brogan Roback","Roback, B","L",17
85,"Jeremy Johnson, AUB","L 20-13  vs UGA",-2.6,1.7,-0.6,-0.1,-1.6,30,25.6,40.8,11,"AUB","UGA","Jeremy Johnson","Johnson, J","L",13
86,"Kyle Bolin, LOU","W 38-31  vs UVA",1.7,1.1,-3,-0.2,-0.4,27,33.9,38,11,"LOU","UVA","Kyle Bolin","Bolin, K","W",38
87,"Austin Apodaca, UNM","W 31-24  @ BSU",2.9,-3.7,0,-0.5,-1.2,25,25.7,37.7,11,"UNM","BSU","Austin Apodaca","Apodaca, A","W",31
88,"Brooks Haack, ULL","L 32-25  @ USA",2.4,-0.2,-1.8,0.6,0.9,44,43.4,37.4,11,"ULL","USA","Brooks Haack","Haack, B","L",25
89,"Perry Orth, SC","L 24-14  vs FLA",-0.4,-1.2,-2.5,0.8,-3.3,36,16.4,37.3,11,"SC","FLA","Perry Orth","Orth, P","L",14
90,"Kyle Shurmur, VAN","W 21-17  vs UK",1.2,-0.2,0,0,0.9,27,47.2,37,11,"VAN","UK","Kyle Shurmur","Shurmur, K","W",21
91,"Brad Kaaya, MIA","L 59-21  @ UNC",0.3,0.2,-1.4,-0.4,-1.3,51,25.1,36.6,11,"MIA","UNC","Brad Kaaya","Kaaya, B","L",21
92,"Jaquez Johnson, FAU","L 24-17  vs MTSU",0.5,-0.3,-0.7,0.7,0.2,38,39.2,35.7,11,"FAU","MTSU","Jaquez Johnson","Johnson, J","L",17
93,"Clayton Thorson, NW","W 21-14  vs PUR",-2.2,2.4,-0.1,-0.1,0.1,29,38.4,34.6,11,"NW","PUR","Clayton Thorson","Thorson, C","W",21
94,"Perry Hills, MD","L 24-7  @ MSU",-3.4,-0.9,-1.1,1.3,-4,51,17.8,34.4,11,"MD","MSU","Perry Hills","Hills, P","L",7
95,"Matt Davis, SMU","L 55-14  @ NAVY",-1.6,2,-0.6,0,-0.3,33,33.9,33.6,11,"SMU","NAVY","Matt Davis","Davis, M","L",14
96,"DaMarcus Smith, UNT","L 24-0  @ TENN",0.5,-2.3,-1.6,0.1,-3.3,37,13.4,31.6,11,"UNT","TENN","DaMarcus Smith","Smith, D","L",0
97,"Bram Kohlhausen, TCU","W 23-17  vs KU",0.8,0.8,-0.7,-0.2,0.7,24,45.6,31.4,11,"TCU","KU","Bram Kohlhausen","Kohlhausen, B","W",23
98,"Tyler Jones, TXST","L 41-19  vs GAST",-0.4,1,-0.1,0.1,0.6,66,41.3,30.3,11,"TXST","GAST","Tyler Jones","Jones, T","L",19
99,"Joshua Dobbs, TENN","W 24-0  vs UNT",1.5,0.6,-0.6,0,1.5,29,57,29.6,11,"TENN","UNT","Joshua Dobbs","Dobbs, J","W",24
100,"Mack Leftwich, UTEP","L 31-21  @ ODU",1.7,1,-1,0,1.6,43,49.6,29.2,11,"UTEP","ODU","Mack Leftwich","Leftwich, M","L",21
101,"Zach Terrell, WMU","L 41-27  vs BGSU",3.6,-0.5,-3.4,0,-0.3,51,36.4,27,11,"WMU","BGSU","Zach Terrell","Terrell, Z","L",27
102,"Brandon Silvers, TROY","L 45-10  vs GASO",-2,-0.2,0,0.2,-2,29,21.2,26.2,11,"TROY","GASO","Brandon Silvers","Silvers, B","L",10
103,"Brett Rypien, BSU","L 31-24  vs UNM",-1.2,-0.1,-1.2,0.3,-2.3,85,30.6,25.4,11,"BSU","UNM","Brett Rypien","Rypien, B","L",24
104,"John Wolford, WAKE","L 28-7  @ ND",-1.8,-0.3,-1.9,-0.1,-4,48,13.3,21.5,11,"WAKE","ND","John Wolford","Wolford, J","L",7
105,"Ahmad Bradshaw, ARMY","L 34-31  vs TULN",2.9,-2.2,-2.1,0,-1.5,32,27.2,20.6,11,"ARMY","TULN","Ahmad Bradshaw","Bradshaw, A","L",31
106,"Brandon Harris, LSU","L 31-14  vs ARK",2.6,-1.3,-4.5,0,-3.1,49,20.9,19,11,"LSU","ARK","Brandon Harris","Harris, B","L",14
107,"Connor Cook, MSU","W 24-7  vs MD",-1.7,0.3,-0.5,-0.1,-2.1,23,19,17.6,11,"MSU","MD","Connor Cook","Cook, C","W",24
108,"Kyler Murray, TA&M","W 41-17  vs WCU",0.4,0.9,-1.1,0,0.2,46,39.1,17.3,11,"TA","WCU","Kyler Murray","Murray, K","W",41
109,"Billy Bahl, M-OH","L 37-28  vs AKR",-2.2,-1,-1.3,1.1,-3.4,33,14,16.6,11,"OH","AKR","Billy Bahl","Bahl, B","L",28
110,"Dalton Sturm, UTSA","W 30-27  @ CHAR",-3,0.8,-3.2,0,-5.4,43,14.1,12.9,11,"UTSA","CHAR","Dalton Sturm","Sturm, D","W",30
111,"Brooks Barden, CHAR","L 30-27  vs UTSA",-0.3,-0.6,-2.3,0.4,-2.7,29,18.3,12.7,11,"CHAR","UTSA","Brooks Barden","Barden, B","L",27
112,"Chris Laviano, RUTG","L 31-14  vs NEB",-0.5,0.1,-3.2,-0.1,-3.7,41,14.6,12.3,11,"RUTG","NEB","Chris Laviano","Laviano, C","L",14
113,"Patrick Towles, UK","L 21-17  @ VAN",-6.6,-0.9,-0.5,0,-8,34,4.3,10.9,11,"UK","VAN","Patrick Towles","Towles, P","L",17
114,"Earnest Carrington, ULM","L 59-21  vs ARST",-4.3,-0.3,-0.9,0.3,-5.1,31,7.8,9,11,"ULM","ARST","Earnest Carrington","Carrington, E","L",21
115,"George Bollas, KENT","L 27-0  @ OHIO",-4.9,-0.8,0,-0.1,-5.9,40,6.7,7.9,11,"KENT","OHIO","George Bollas","Bollas, G","L",0
116,"Alex McGough, FIU","L 52-0  @ MRSH",-2.7,-0.1,-1.4,0,-4.2,32,4.5,7.5,11,"FIU","MRSH","Alex McGough","McGough, A","L",0
117,"Cameron Coffman, WYO","L 38-3  @ SDSU",-0.8,0,-3,-0.2,-4.1,29,4.3,7.5,11,"WYO","SDSU","Cameron Coffman","Coffman, C","L",3
118,"Ikaika Woolsey, HAW","L 42-14  vs FRES",-2.6,-0.4,-0.5,-0.2,-3.7,26,11.2,7.4,11,"HAW","FRES","Ikaika Woolsey","Woolsey, I","L",14
119,"Tyler Stehling, RICE","L 65-10  vs USM",-0.5,-0.1,-0.1,0,-0.7,20,8.2,6.5,11,"RICE","USM","Tyler Stehling","Stehling, T","L",10
120,"Greg Ward Jr., HOU","W 35-34  vs MEM",-0.9,-1.2,-3,0,-5.1,20,4,4.2,11,"HOU","MEM","Greg Ward Jr.","Ward, G","W",35
121,"Max Wittek, HAW","L 42-14  vs FRES",-1.8,-0.2,-0.1,0,-2.1,31,4.9,3.1,11,"HAW","FRES","Max Wittek","Wittek, M","L",14
122,"Driphus Jackson, RICE","L 65-10  vs USM",-2.4,-0.8,-3.1,-0.1,-6.4,28,0.7,0.5,11,"RICE","USM","Driphus Jackson","Jackson, D","L",10
1,"Vernon Adams Jr., ORE","W 48-28  vs USC",11.3,0.1,-1.2,0.3,10.6,31,98.3,98.8,12,"ORE","USC","Vernon Adams Jr.","Adams, V","W",48
2,"Kenny Potter, SJSU","W 42-23  @ HAW",8.5,5.1,-0.8,0.4,13.3,47,99,98.1,12,"SJSU","HAW","Kenny Potter","Potter, K","W",42
3,"Brandon Allen, ARK","L 51-50  vs MSST",15.2,0,0,0.4,15.7,45,96.4,97.3,12,"ARK","MSST","Brandon Allen","Allen, B","L",50
4,"Jake Browning, WASH","W 52-7  @ ORST",5.9,0.6,-0.8,-0.1,5.6,26,96.1,96.1,12,"WASH","ORST","Jake Browning","Browning, J","W",52
5,"Brandon Doughty, WKU","W 63-7  @ FIU",6.9,0,-0.9,0,6.1,22,96.4,95.6,12,"WKU","FIU","Brandon Doughty","Doughty, B","W",63
6,"Quinton Flowers, USF","W 65-27  vs CIN",2.9,0.4,0,0,3.3,21,95.6,95.3,12,"USF","CIN","Quinton Flowers","Flowers, Q","W",65
7,"Chad Kelly, MISS","W 38-17  vs LSU",5.2,3.3,-0.2,0.3,8.6,54,85.5,94.3,12,"MISS","LSU","Chad Kelly","Kelly, C","W",38
8,"Tyler O'Connor, MSU","W 17-14  @ OSU",2.3,2.9,-0.3,0.1,4.9,26,81,92.6,12,"MSU","OSU","Tyler O'Connor","O'Connor, T","W",17
9,"Dak Prescott, MSST","W 51-50  @ ARK",17.1,3,-1.6,0,18.5,65,92.3,92.3,12,"MSST","ARK","Dak Prescott","Prescott, D","W",51
10,"Nate Sudfeld, IND","W 47-28  @ MD",9.5,0.5,-1.1,0,8.8,41,91.1,91.3,12,"IND","MD","Nate Sudfeld","Sudfeld, N","W",47
11,"Brad Kaaya, MIA","W 38-21  vs GT",6.2,0,0,-0.3,5.9,30,90.5,91.2,12,"MIA","GT","Brad Kaaya","Kaaya, B","W",38
12,"Skyler Howard, WVU","W 49-0  @ KU",0.2,6,0,-0.1,6.1,32,94.3,91.1,12,"WVU","KU","Skyler Howard","Howard, S","W",49
13,"Matt Davis, SMU","W 49-21  vs TULN",3.6,4.1,0,-0.2,7.5,43,92.2,89.1,12,"SMU","TULN","Matt Davis","Davis, M","W",49
14,"Karson Roberts, AFA","W 37-30  @ BSU",5.6,-0.1,-0.3,0,5.2,32,82.2,89,12,"AFA","BSU","Karson Roberts","Roberts, K","W",37
15,"P.J. Walker, TEM","W 31-12  vs MEM",5.3,1.7,0,1.2,8.3,38,86.8,87.5,12,"TEM","MEM","P.J. Walker","Walker, P","W",31
16,"Jared Goff, CAL","L 35-22  @ STAN",11,-0.2,-1.3,0.3,9.7,65,78.9,86.5,12,"CAL","STAN","Jared Goff","Goff, J","L",22
17,"Deshaun Watson, CLEM","W 33-13  vs WAKE",5.9,0,0,-0.1,5.8,49,85.1,86.2,12,"CLEM","WAKE","Deshaun Watson","Watson, D","W",33
18,"Nathan Peterman, PITT","W 45-34  vs LOU",5.3,0.9,-1.8,0,4.4,42,70.7,85.9,12,"PITT","LOU","Nathan Peterman","Peterman, N","W",45
19,"Brent Stockstill, MTSU","W 41-7  vs UNT",8.2,0.6,-0.5,0.3,8.7,44,95,85.7,12,"MTSU","UNT","Brent Stockstill","Stockstill, B","W",41
20,"Phillip Ely, TOL","W 44-28  @ BGSU",5.5,1.2,-0.9,0,5.9,27,89,85.5,12,"TOL","BGSU","Phillip Ely","Ely, P","W",44
21,"Blake Kemp, ECU","W 44-7  @ UCF",8.9,0.9,-0.2,-0.1,9.6,55,89.7,83.7,12,"ECU","UCF","Blake Kemp","Kemp, B","W",44
22,"Nick Stevens, CSU","W 28-21  @ UNM",8.7,-1.4,-0.7,0,6.8,32,85.3,83.5,12,"CSU","UNM","Nick Stevens","Stevens, N","W",28
23,"Luke Falk, WSU","W 27-3  vs COLO",6.2,-0.1,-0.3,0.8,6.7,41,82.6,83.2,12,"WSU","COLO","Luke Falk","Falk, L","W",27
24,"Josh Rosen, UCLA","W 17-9  @ UTAH",4.2,0,-0.7,0.6,4.1,37,66.5,82.8,12,"UCLA","UTAH","Josh Rosen","Rosen, J","W",17
25,"Nick Arbuckle, GAST","W 24-10  vs USA",10.9,1,-0.7,0,11.2,49,87.3,82.6,12,"GAST","USA","Nick Arbuckle","Arbuckle, N","W",24
26,"Matt Johns, UVA","W 42-34  vs DUKE",5.4,-0.1,-0.7,0.5,5.2,40,81.5,82.5,12,"UVA","DUKE","Matt Johns","Johns, M","W",42
27,"Cooper Rush, CMU","W 27-14  @ KENT",10.5,-1.6,-1.9,-0.1,6.8,45,76.9,82.1,12,"CMU","KENT","Cooper Rush","Rush, C","W",27
28,"Jarrett Stidham, BAY","W 45-35  @ OKST",4.9,2.1,-1.2,-0.4,5.3,33,76.7,81.9,12,"BAY","OKST","Jarrett Stidham","Stidham, J","W",45
29,"C.J. Beathard, IOWA","W 40-20  vs PUR",5.4,0.7,-1.7,0.6,5,30,83.4,80.9,12,"IOWA","PUR","C.J. Beathard","Beathard, C","W",40
30,"Jacoby Brissett, NCST","W 42-29  vs SYR",8.6,-0.2,-2.1,0.1,6.5,42,81.1,80.8,12,"NCST","SYR","Jacoby Brissett","Brissett, J","W",42
31,"JD Sprague, OHIO","W 48-31  vs BALL",5.5,0.3,0,1,6.8,36,91.5,80.3,12,"JD","BALL","JD Sprague","Sprague, J","W",48
32,"Jake Rudock, MICH","W 28-16  @ PSU",4.9,-0.5,-1.8,0.7,3.4,46,56.8,78.7,12,"MICH","PSU","Jake Rudock","Rudock, J","W",28
33,"Joshua Dobbs, TENN","W 19-8  @ MIZ",0.9,2.2,0,0.7,3.8,41,64.6,78.5,12,"TENN","MIZ","Joshua Dobbs","Dobbs, J","W",19
34,"Matt Linehan, IDHO","L 56-34  @ AUB",1.2,1.7,-0.2,-0.1,2.6,39,67,78.5,12,"IDHO","AUB","Matt Linehan","Linehan, M","L",34
35,"Sean Maguire, FSU","W 52-13  vs CHAT",4.8,0,0,0.2,5,21,90.9,76.5,12,"FSU","CHAT","Sean Maguire","Maguire, S","W",52
36,"Austin Appleby, PUR","L 40-20  @ IOWA",3.8,-1.6,0,-0.1,2.2,46,57.5,75.3,12,"PUR","IOWA","Austin Appleby","Appleby, A","L",20
37,"Jeremy Johnson, AUB","W 56-34  vs IDHO",3.8,0.6,0,0,4.4,27,87.9,74.8,12,"AUB","IDHO","Jeremy Johnson","Johnson, J","W",56
38,"Wes Lunt, ILL","L 32-23  @ MINN",6.9,0.2,-1.8,0,5.4,52,66.7,74.2,12,"ILL","MINN","Wes Lunt","Lunt, W","L",23
39,"Maxwell Smith, SDSU","W 52-14  @ UNLV",2.1,0.5,0,-0.1,2.5,20,82.2,73.7,12,"SDSU","UNLV","Maxwell Smith","Smith, M","W",52
40,"Shuler Bentley, ODU","L 56-31  @ USM",4,1.5,0,0.1,5.6,43,75.6,73.2,12,"ODU","USM","Shuler Bentley","Bentley, S","L",31
41,"Mitch Leidner, MINN","W 32-23  vs ILL",0.6,2,0,1.1,3.7,40,62.5,73.1,12,"MINN","ILL","Mitch Leidner","Leidner, M","W",32
42,"Kyle Allen, TA&M","W 25-0  @ VAN",2.7,0.3,-2.1,0.9,1.8,48,49.8,72.9,12,"TA","VAN","Kyle Allen","Allen, K","W",25
43,"Thomas Woodson, AKR","W 42-21  vs BUFF",5.8,0.2,0,0.1,6.1,42,81.4,72.9,12,"AKR","BUFF","Thomas Woodson","Woodson, T","W",42
44,"Ryan Graham, NIU","W 27-19  vs WMU",4.6,1.1,0,0.4,5.9,36,78.2,72.6,12,"NIU","WMU","Ryan Graham","Graham, R","W",27
45,"Jake Luton, IDHO","L 56-34  @ AUB",0.3,0.3,-0.2,0.3,0.6,31,58.1,71.4,12,"IDHO","AUB","Jake Luton","Luton, J","L",34
46,"Brandon Dawkins, ARIZ","L 52-37  @ ASU",2.4,1.5,-2.6,0.6,2,52,55.7,67.5,12,"ARIZ","ASU","Brandon Dawkins","Dawkins, B","L",37
47,"DeShone Kizer, ND","W 19-16  vs BC",1,-0.1,0,0.3,1.2,51,44.3,66.5,12,"ND","BC","DeShone Kizer","Kizer, D","W",19
48,"Mike Bercovici, ASU","W 52-37  vs ARIZ",5,0.7,-1.8,1.1,4.9,41,74.3,65.8,12,"ASU","ARIZ","Mike Bercovici","Bercovici, M","W",52
49,"Mason Rudolph, OKST","L 45-35  vs BAY",6.7,-0.2,-3.7,-0.3,2.5,59,52.1,62.6,12,"OKST","BAY","Mason Rudolph","Rudolph, M","L",35
